,Name,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
152,Bird Averitt,1973-74,21,SAA,ABA,SG,74,1639,10.4,.421,.055,.246,2.9,5.2,4.0,13.2,1.9,0.2,11.9,30.0,,-2.2,1.7,-0.5,-0.016,,-3.5,-2.5,-6.0,-1.6
153,William Avery,1999-00,20,MIN,NBA,PG,59,484,6.7,.391,.348,.199,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,,-0.8,0.3,-0.5,-0.046,,-4.2,-3.4,-7.5,-0.7
154,Dennis Awtrey,1970-71,22,PHI,NBA,C,70,1292,13.5,.514,,.373,,,14.9,9.1,,,,,,1.4,1.7,3.1,.114,,,,,
155,Gustavo Ayon,2011-12,26,NOH,NBA,PF,54,1088,16.7,.552,.004,.241,9.6,19.3,14.5,11.5,2.6,3.5,13.7,14.5,,1.5,1.7,3.2,.142,,-0.1,3.6,3.4,1.5
156,Jeff Ayres,2009-10,22,POR,NBA,C,39,405,12.1,.705,.000,.308,7.6,22.5,15.0,0.4,0.9,3.2,14.0,10.1,,0.8,0.6,1.3,.156,,-2.5,-0.4,-2.9,-0.1
157,Kelenna Azubuike,2006-07,23,GSW,NBA,SG,41,669,13.4,.572,.359,.355,4.2,11.4,7.7,6.2,1.6,1.1,13.3,18.7,,0.7,0.5,1.2,.083,,-1.1,-1.6,-2.7,-0.1
158,Chris Babb,2013-14,23,BOS,NBA,SG,14,132,3.7,.367,.900,.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,,-0.1,0.1,0.0,-0.008,,-3.7,-0.7,-4.4,-0.1
159,Luke Babbitt,2010-11,21,POR,NBA,SF,24,137,1.0,.305,.291,.164,5.1,22.4,13.4,6.9,0.8,1.2,11.9,22.8,,-0.6,0.1,-0.4,-0.143,,-9.6,-2.5,-12.0,-0.3
160,Milos Babic,1990-91,22,CLE,NBA,PF,12,52,6.0,.391,.000,.632,13.4,6.7,10.0,10.9,1.0,1.2,17.1,24.6,,-0.1,0.0,-0.1,-0.085,,-6.0,-2.6,-8.6,-0.1
162,Dwayne Bacon,2017-18,22,CHO,NBA,SG,40,484,4.7,.421,.270,.115,0.4,20.8,10.4,6.4,0.9,0.4,11.1,12.9,,-0.6,0.4,-0.1,-0.012,,-6.1,-0.2,-6.3,-0.5
165,Dalibor Bagaric,2000-01,20,CHI,NBA,C,35,259,3.3,.304,.015,.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,,-0.9,0.2,-0.7,-0.121,,-9.3,0.6,-8.7,-0.4
166,John Bagley,1982-83,22,CLE,NBA,PG,68,990,11.7,.471,.038,.225,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,,-1.1,0.8,-0.2,-0.011,,-3.3,-0.9,-4.3,-0.6
167,Carl Bailey,1981-82,23,POR,NBA,C,1,7,-6.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,,0.0,0.0,0.0,-0.268,,-10.3,-3.3,-13.6,0.0
168,Gus Bailey,1974-75,23,HOU,NBA,SG,47,446,11.4,.423,,.325,5.7,14.8,10.3,17.5,1.8,2.0,,,,-0.3,0.4,0.2,.017,,-3.4,0.5,-2.9,-0.1
169,James Bailey,1979-80,22,SEA,NBA,PF,67,726,12.3,.495,.000,.373,10.2,18.3,14.3,5.3,1.4,4.1,20.0,21.4,,-0.4,1.4,1.0,.063,,-4.5,0.9,-3.5,-0.3
170,Thurl Bailey,1983-84,22,UTA,NBA,PF,81,2009,12.9,.539,.000,.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,,1.3,2.3,3.6,.086,,-1.8,1.5,-0.3,0.9
171,Toby Bailey,1998-99,23,PHO,NBA,SG,27,249,11.3,.425,.058,.151,11.0,14.3,12.6,8.6,1.9,0.6,10.7,19.0,,0.0,0.2,0.2,.041,,-3.1,-1.4,-4.5,-0.2
172,Cameron Bairstow,2014-15,24,CHI,NBA,PF,18,64,2.1,.309,.000,.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,,-0.1,0.0,-0.1,-0.048,,-6.7,-1.0,-7.7,-0.1
173,Jimmie Baker,1975-76,22,KEN,ABA,PF,5,40,-3.2,.189,.000,.133,9.8,23.5,16.8,11.8,0.0,4.0,27.4,20.9,,-0.3,0.1,-0.2,-0.226,,-12.0,1.6,-10.4,-0.1
174,LaMark Baker,1998-99,29,TOR,NBA,PG,1,2,-46.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.4,,-0.1,0.0,-0.1,-1.289,,-41.2,-7.7,-48.9,0.0
175,Maurice Baker,2004-05,25,TOT,NBA,PG,5,19,-0.2,.000,.000,.000,6.3,5.8,6.1,7.2,2.8,0.0,50.0,4.8,,0.0,0.0,0.0,-0.057,,-7.0,2.0,-5.0,0.0
177,Ron Baker,2016-17,23,NYK,NBA,SG,52,857,7.5,.456,.396,.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,,-0.6,0.5,-0.1,-0.008,,-3.5,-0.9,-4.4,-0.5
178,Vin Baker,1993-94,22,MIL,NBA,C,82,2560,16.1,.526,.006,.473,11.8,16.3,13.9,10.6,1.2,3.0,13.4,20.5,,2.6,1.7,4.4,.082,,-0.3,0.3,0.0,1.3
179,Wade Baldwin,2016-17,20,MEM,NBA,PG,33,405,6.5,.404,.191,.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,,-0.8,0.5,-0.3,-0.041,,-6.2,0.5,-5.7,-0.4
180,Renaldo Balkman,2006-07,22,NYK,NBA,SF,68,1064,16.1,.531,.098,.327,11.0,21.8,16.4,7.0,2.8,3.3,13.5,15.5,,1.1,1.7,2.8,.125,,-1.0,2.4,1.4,0.9
181,Cedric Ball,1990-91,22,LAC,NBA,PF,7,26,10.8,.450,.000,.250,20.4,25.3,22.8,0.0,0.0,4.6,18.4,17.0,,0.0,0.0,0.0,.054,,-7.4,-4.3,-11.7,-0.1
182,Lonzo Ball,2017-18,20,LAL,NBA,PG,39,1297,12.9,.452,.498,.127,4.2,18.5,11.4,28.7,2.4,2.0,19.1,17.6,,-0.3,1.8,1.5,.056,,-0.9,2.5,1.7,1.2
183,Greg Ballard,1977-78,23,WSB,NBA,SF,76,936,14.1,.484,,.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18.0,,1.0,1.1,2.0,.104,,-0.9,-0.2,-1.1,0.2
185,Gene Banks,1981-82,22,SAS,NBA,SF,80,1700,14.7,.515,.012,.325,9.9,16.0,13.0,11.5,1.5,0.5,12.5,19.9,,1.9,1.6,3.5,.099,,0.4,-0.1,0.3,1.0
186,Marcus Banks,2003-04,22,BOS,NBA,PG,81,1385,11.0,.480,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,,-0.6,1.4,0.7,.026,,-2.8,-0.5,-3.3,-0.5
188,Ken Bannister,1984-85,24,NYK,NBA,PF,75,1404,7.3,.481,.000,.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,,-2.2,1.4,-0.8,-0.028,,-5.5,-0.5,-6.0,-1.4
189,Mike Bantom,1973-74,22,PHO,NBA,PF,76,1982,11.7,.437,,.271,8.9,17.5,13.3,11.1,1.1,1.2,,,,-0.8,1.3,0.5,.012,,-2.3,-0.7,-2.9,-0.5
191,Leandro Barbosa,2003-04,21,PHO,NBA,PG,70,1500,12.7,.553,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,,0.9,1.0,1.9,.061,,0.4,-1.0,-0.6,0.5
192,Steve Bardo,1991-92,23,SAS,NBA,SG,1,1,32.3,,,,100.0,0.0,54.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.424,,14.6,-8.6,6.1,0.0
193,J.J. Barea,2006-07,22,DAL,NBA,PG,33,191,9.6,.440,.269,.308,4.5,11.1,7.9,20.4,0.3,0.4,13.7,25.0,,-0.1,0.2,0.1,.015,,-2.8,-2.6,-5.4,-0.2
194,Andrea Bargnani,2006-07,21,TOR,NBA,PF,65,1629,12.8,.546,.429,.227,3.7,14.8,9.2,5.1,1.0,2.5,13.5,22.6,,0.2,1.7,1.9,.057,,-1.1,-0.7,-1.7,0.1
197,Charles Barkley,1984-85,21,PHI,NBA,PF,82,2347,18.3,.599,.008,.511,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,,4.2,3.3,7.5,.154,,1.9,1.5,3.4,3.2
198,Erick Barkley,2000-01,22,POR,NBA,PG,8,38,10.3,.432,.364,.000,0.0,9.1,4.7,28.8,2.8,0.0,18.5,33.0,,-0.1,0.0,-0.1,-0.075,,-3.4,-3.6,-7.0,0.0
200,Harrison Barnes,2012-13,20,GSW,NBA,SF,81,2058,11.0,.526,.231,.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,,0.9,1.9,2.8,.065,,-2.1,-0.3,-2.4,-0.2
203,Marvin Barnes,1974-75,22,SSL,ABA,PF,77,3076,20.8,.527,.002,.282,13.3,25.9,19.5,12.0,1.4,2.3,14.9,25.4,,4.6,4.0,8.6,.133,,1.6,0.8,2.5,3.5
204,Matt Barnes,2003-04,23,LAC,NBA,SF,38,724,10.6,.519,.094,.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,,0.4,0.3,0.7,.045,,-1.4,-0.2,-1.6,0.1
207,Nathaniel Barnett,1975-76,23,INA,ABA,PG,12,73,4.9,.457,.038,.308,3.5,6.6,5.0,14.5,1.8,0.7,21.3,19.1,,-0.1,0.1,0.0,-0.031,,-5.1,-1.6,-6.7,-0.1
212,Mike Barr,1972-73,22,VIR,ABA,SG,79,2076,8.8,.518,.007,.307,3.6,7.0,5.3,15.4,,,21.0,15.7,,1.3,1.4,2.7,.062,,,,,
214,Andre Barrett,2004-05,22,TOT,NBA,PG,38,483,8.6,.446,.419,.153,2.7,6.7,4.7,22.3,2.1,0.1,16.9,15.0,,-0.1,0.5,0.4,.041,,-2.4,-1.1,-3.5,-0.2
217,Earl Barron,2005-06,24,MIA,NBA,C,8,45,-2.8,.366,.000,.250,5.5,20.1,13.1,0.0,0.0,0.0,22.0,23.4,,-0.2,0.0,-0.2,-0.167,,-13.9,-6.4,-20.4,-0.2
218,Dana Barros,1989-90,22,SEA,NBA,PG,81,1630,12.8,.497,.322,.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,,1.1,0.7,1.8,.053,,0.5,-2.7,-2.1,0.0
219,Brent Barry,1995-96,24,LAC,NBA,SG,79,1898,15.9,.609,.496,.229,2.4,8.4,5.3,18.8,2.6,0.9,15.4,18.3,,3.7,1.2,4.9,.124,,2.7,-1.0,1.7,1.8
220,Drew Barry,1997-98,24,ATL,NBA,PG,27,256,10.7,.640,.553,.342,2.4,13.3,8.0,29.2,2.1,0.3,40.7,13.3,,0.0,0.3,0.3,.058,,-1.9,-1.1,-3.1,-0.1
221,Jon Barry,1992-93,23,MIL,NBA,SG,47,552,9.6,.453,.306,.238,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,,-0.5,0.4,-0.1,-0.011,,-3.2,-1.8,-4.9,-0.4
222,Rick Barry,1965-66,21,SFW,NBA,SF,80,2990,20.0,.518,,.389,,,,8.6,,,,,,7.2,3.2,10.4,.167,,,,,
225,Will Barton,2012-13,22,POR,NBA,SG,73,894,9.1,.437,.210,.210,4.6,14.3,9.4,10.4,2.0,0.8,15.1,20.4,,-1.1,0.6,-0.5,-0.028,,-4.8,-0.9,-5.7,-0.8
226,Eddie Basden,2005-06,22,CHI,NBA,SF,19,141,10.3,.471,.189,.270,5.7,17.0,11.4,8.8,3.3,1.1,17.9,16.1,,-0.1,0.3,0.2,.065,,-4.0,2.7,-1.4,0.0
228,Brandon Bass,2005-06,20,NOK,NBA,PF,29,268,9.1,.434,.000,.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,,-0.2,0.3,0.1,.013,,-6.6,-1.5,-8.2,-0.4
229,Tim Bassett,1973-74,22,SDA,ABA,PF,82,1854,13.4,.493,.008,.335,12.0,17.3,14.6,7.0,1.4,0.9,13.2,13.1,,2.1,1.6,3.7,.097,,-0.3,0.9,0.6,1.2
230,Maceo Baston,2002-03,27,TOR,NBA,PF,16,106,18.0,.661,.000,.480,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,,0.2,0.2,0.3,.153,,-4.8,-0.4,-5.2,-0.1
231,Mengke Bateer,2001-02,26,DEN,NBA,C,27,408,8.0,.469,.091,.280,8.5,18.8,13.4,8.9,1.3,0.9,17.8,19.8,,-0.2,0.3,0.1,.007,,-4.1,-1.1,-5.2,-0.3
232,Billy Ray Bates,1979-80,23,POR,NBA,SG,16,235,24.1,.552,.130,.267,6.0,7.6,6.8,23.8,2.9,0.5,10.9,32.0,,0.7,0.3,0.9,.188,,5.4,-2.1,3.3,0.3
233,Esteban Batista,2005-06,22,ATL,NBA,PF,57,495,7.1,.489,.013,.663,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13.0,,-0.2,0.3,0.1,.011,,-4.9,-1.7,-6.6,-0.6
234,Mike Batiste,2002-03,25,MEM,NBA,PF,75,1248,12.2,.476,.173,.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,,0.0,0.7,0.8,.029,,-2.2,-1.7,-3.9,-0.6
235,Tony Battie,1997-98,21,DEN,NBA,PF,65,1506,13.3,.477,.027,.198,10.5,17.2,13.7,7.6,1.9,3.4,14.7,20.2,,-0.3,0.8,0.5,.015,,-3.0,-0.4,-3.3,-0.5
236,Shane Battier,2001-02,23,MEM,NBA,SF,78,3097,13.9,.518,.287,.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,,2.7,2.1,4.8,.074,,0.9,0.9,1.9,3.0
237,John Battle,1985-86,23,ATL,NBA,SG,64,639,11.7,.518,.032,.464,2.1,8.6,5.3,16.3,1.7,0.3,15.0,20.1,,0.4,0.6,1.0,.074,,-1.8,-1.0,-2.8,-0.1
238,Kenny Battle,1989-90,25,PHO,NBA,SG,59,729,12.2,.587,.024,.482,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,,1.0,1.0,1.9,.127,,-0.3,1.2,0.9,0.5
239,Dave Batton,1982-83,26,WSB,NBA,C,54,558,10.4,.448,.016,.089,8.8,14.8,11.8,7.6,1.3,1.3,12.4,16.8,,-0.2,0.9,0.7,.062,,-3.7,0.8,-2.9,-0.1
240,Lloyd Batts,1974-75,23,VIR,ABA,SG,58,1317,11.3,.414,.216,.138,5.5,10.2,7.8,12.7,2.6,0.3,11.0,24.8,,-1.4,1.0,-0.5,-0.017,,-1.6,-1.2,-2.8,-0.3
241,Nicolas Batum,2008-09,20,POR,NBA,SF,79,1454,12.9,.555,.465,.144,7.0,11.8,9.4,7.8,1.9,2.2,11.5,14.0,,2.1,1.6,3.7,.123,,1.2,1.3,2.5,1.7
242,Johnny Baum,1969-70,23,CHI,NBA,SF,3,13,2.0,.273,,.000,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.389,,,,,
244,Lonny Baxter,2002-03,24,CHI,NBA,C,55,682,11.3,.521,.010,.500,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,,0.4,0.5,0.9,.063,,-3.2,-2.0,-5.2,-0.5
245,Jerryd Bayless,2008-09,20,POR,NBA,PG,53,655,8.2,.487,.143,.545,1.5,9.4,5.4,18.2,1.4,0.2,19.3,20.9,,-0.2,0.5,0.3,.019,,-3.8,-1.6,-5.4,-0.6
248,Aron Baynes,2012-13,26,SAS,NBA,C,16,141,8.8,.521,.028,.333,10.4,15.5,13.1,5.2,0.4,3.1,21.0,17.1,,0.0,0.2,0.1,.050,,-4.7,0.4,-4.3,-0.1
249,Sergei Bazarevich,1994-95,29,ATL,NBA,PG,10,74,13.6,.578,.273,.409,1.5,9.7,5.5,31.4,0.7,1.0,21.2,20.2,,0.1,0.1,0.2,.101,,-1.8,-3.1,-4.9,-0.1
250,Kent Bazemore,2012-13,23,GSW,NBA,SG,61,267,11.3,.454,.293,.379,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,,-0.3,0.3,0.1,.014,,-3.4,-1.5,-4.9,-0.2
252,Bradley Beal,2012-13,19,WAS,NBA,SG,56,1745,13.6,.515,.344,.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,,1.0,2.0,3.0,.082,,0.0,0.0,-0.1,0.9
257,Jerome Beasley,2003-04,23,MIA,NBA,PF,2,5,5.9,.333,.000,.000,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,,0.0,0.0,0.0,-0.117,,-13.2,-9.3,-22.4,0.0
258,John Beasley,1967-68,23,DLC,ABA,C,77,2840,23.8,.539,.002,.255,,,16.3,6.1,,,7.1,20.5,,7.4,1.5,8.9,.150,,,,,
259,Malik Beasley,2016-17,20,DEN,NBA,SG,22,165,13.7,.536,.384,.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,,0.1,0.1,0.2,.057,,-0.5,-3.5,-3.9,-0.1
260,Michael Beasley,2008-09,20,MIA,NBA,PF,81,2009,17.2,.528,.085,.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,,1.2,2.2,3.4,.081,,-2.4,-1.9,-4.3,-1.2
261,Zelmo Beaty,1962-63,23,STL,NBA,C,80,1918,14.3,.501,,.453,,,,,,,,,,2.1,3.1,5.2,.131,,,,,
262,Rodrigue Beaubois,2009-10,21,DAL,NBA,PG,56,700,18.5,.617,.368,.174,2.0,10.7,6.4,18.6,2.1,1.3,14.4,24.7,,1.1,0.8,2.0,.134,,2.4,-1.1,1.3,0.6
263,Byron Beck,1967-68,23,DNR,ABA,C,71,1623,18.6,.523,.004,.279,,,16.1,3.6,,,10.1,16.9,,2.9,2.7,5.7,.168,,,,,
264,Corey Beck,1995-96,24,CHH,NBA,PG,5,33,0.8,.282,.000,.250,10.8,15.0,12.9,21.0,1.6,0.0,31.1,17.7,,-0.1,0.0,-0.1,-0.140,,-7.8,-0.4,-8.2,-0.1
269,William Bedford,1986-87,23,PHO,NBA,C,50,979,7.6,.422,.003,.240,9.2,18.8,14.1,7.7,0.9,2.2,17.7,19.9,,-1.7,0.9,-0.8,-0.041,,-5.7,-0.2,-5.9,-1.0
271,Ron Behagen,1973-74,23,KCO,NBA,PF,80,2059,13.9,.476,,.256,9.6,19.3,14.4,9.5,1.2,0.9,,,,0.2,1.8,2.0,.046,,-1.2,-0.9,-2.1,0.0
273,Marco Belinelli,2007-08,21,GSW,NBA,SG,33,241,8.2,.490,.441,.097,1.3,5.1,3.1,8.8,1.0,0.0,11.0,19.1,,0.0,0.0,0.0,-0.002,,-2.8,-4.3,-7.2,-0.3
274,Charlie Bell,2001-02,22,TOT,NBA,SG,7,44,-1.8,.337,.545,.182,5.1,7.7,6.4,6.4,0.0,0.0,29.6,17.2,,-0.2,0.0,-0.2,-0.172,,-8.6,-3.1,-11.7,-0.1
276,Jordan Bell,2017-18,23,GSW,NBA,C,40,566,19.4,.677,.023,.241,10.2,18.9,14.9,17.1,2.2,5.7,20.5,14.3,,1.3,1.0,2.3,.198,,1.2,4.0,5.1,1.0
277,Raja Bell,2000-01,24,PHI,NBA,SG,5,30,-0.6,.357,.429,.000,0.0,3.7,1.9,0.0,1.8,0.0,22.2,13.6,,-0.1,0.0,-0.1,-0.091,,-7.7,-1.4,-9.1,-0.1
278,Troy Bell,2003-04,23,MEM,NBA,PG,6,34,-4.5,.285,.222,.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,,-0.2,0.0,-0.2,-0.326,,-10.4,-3.9,-14.4,-0.1
281,DeAndre' Bembry,2016-17,22,ATL,NBA,SF,38,371,8.8,.481,.184,.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,,-0.1,0.4,0.3,.038,,-4.4,0.1,-4.3,-0.2
284,Dragan Bender,2016-17,19,PHO,NBA,PF,43,574,5.3,.440,.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,,-0.7,0.3,-0.3,-0.029,,-4.0,-0.3,-4.3,-0.3
285,Jonathan Bender,1999-00,19,IND,NBA,SF,24,130,7.6,.397,.171,.343,3.6,14.1,9.1,3.9,0.4,2.5,8.0,30.6,,-0.3,0.1,-0.2,-0.074,,-7.7,-4.3,-12.0,-0.3
286,Jerrelle Benimon,2014-15,23,UTA,NBA,PF,2,3,4.7,,,,38.7,76.6,57.8,0.0,0.0,0.0,100.0,15.3,,0.0,0.0,0.0,-0.215,,-20.3,-6.6,-26.9,0.0
287,Benoit Benjamin,1985-86,21,LAC,NBA,C,79,2088,16.1,.551,.005,.464,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,,1.7,2.3,4.0,.093,,-2.0,1.7,-0.3,0.9
288,Corey Benjamin,1998-99,20,CHI,NBA,PG,31,320,8.3,.438,.120,.342,5.3,9.7,7.4,6.3,1.9,1.9,13.5,22.9,,-0.4,0.3,-0.2,-0.023,,-5.6,-1.9,-7.4,-0.4
289,Anthony Bennett,2013-14,20,CLE,NBA,PF,52,663,6.9,.425,.236,.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,,-1.1,0.7,-0.4,-0.028,,-5.8,-1.5,-7.3,-0.9
290,Elmer Bennett,1994-95,24,CLE,NBA,PG,4,18,32.5,.588,.182,.364,0.0,7.2,3.5,46.5,12.6,0.0,19.0,42.0,,0.0,0.1,0.1,.206,,8.0,5.7,13.8,0.1
291,Mario Bennett,1995-96,22,PHO,NBA,SF,19,230,13.3,.515,.016,.656,10.7,13.9,12.3,3.9,2.5,3.6,11.8,18.1,,0.2,0.3,0.5,.098,,-2.4,0.4,-2.0,0.0
292,Mel Bennett,1975-76,21,VIR,ABA,PF,75,2193,11.1,.454,.002,.492,10.8,13.2,12.0,6.3,1.6,1.1,15.0,20.1,,-0.4,1.1,0.7,.015,,-2.1,-0.8,-2.9,-0.5
294,Tony Bennett,1992-93,23,CHH,NBA,PG,75,857,9.3,.496,.308,.158,1.6,6.1,3.9,20.9,1.7,0.0,15.2,15.8,,0.3,0.4,0.7,.039,,-1.6,-2.7,-4.3,-0.5
295,Winston Bennett,1989-90,24,CLE,NBA,SF,55,990,10.0,.515,.000,.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,,0.2,0.9,1.1,.055,,-2.8,-0.4,-3.2,-0.3
296,David Benoit,1991-92,23,UTA,NBA,SF,77,1161,12.1,.518,.037,.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,,0.5,1.5,2.0,.085,,-2.6,-0.3,-2.9,-0.3
297,Keith Benson,2011-12,23,GSW,NBA,C,3,9,6.0,.000,.000,.000,25.3,12.6,18.9,0.0,0.0,0.0,0.0,5.1,,0.0,0.0,0.0,-0.005,,-5.4,-5.1,-10.4,0.0
298,Kent Benson,1977-78,23,MIL,NBA,C,69,1288,13.2,.497,,.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,,0.2,1.5,1.7,.064,,-1.9,0.9,-1.0,0.3
299,Ben Bentil,2016-17,21,DAL,NBA,PF,3,10,-17.6,.000,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-22.4,-4.5,-26.9,-0.1
303,Ricky Berry,1988-89,24,SAC,NBA,SG,64,1406,13.1,.552,.282,.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,,1.6,0.8,2.4,.083,,0.0,-1.8,-1.7,0.1
304,Walter Berry,1986-87,22,TOT,NBA,SF-PF,63,1586,16.8,.561,.004,.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,,1.4,0.9,2.3,.071,,0.1,-1.7,-1.5,0.2
305,Davis Bertans,2016-17,24,SAS,NBA,PF,67,808,12.9,.609,.739,.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,,1.1,1.2,2.3,.135,,1.2,0.6,1.8,0.8
306,Del Beshore,1978-79,22,MIL,NBA,PG,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.004,,-5.6,0.1,-5.6,0.0
307,Travis Best,1995-96,23,IND,NBA,PG,59,571,11.5,.545,.153,.552,2.5,7.0,4.8,26.8,1.9,0.4,23.7,21.4,,0.2,0.5,0.7,.057,,-2.0,-1.9,-3.9,-0.3
308,Patrick Beverley,2012-13,24,HOU,NBA,PG,41,713,15.4,.551,.508,.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,,1.4,0.8,2.2,.148,,2.0,1.4,3.4,1.0
309,Sim Bhullar,2014-15,22,SAC,NBA,C,3,3,44.3,.500,.000,.000,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,,0.0,0.0,0.0,.389,,9.4,17.1,26.6,0.0
313,Henry Bibby,1972-73,23,NYK,NBA,PG,55,475,15.1,.472,,.420,,,8.5,17.8,,,,,,0.2,0.8,1.0,.106,,,,,
314,Mike Bibby,1998-99,20,VAN,NBA,PG,50,1758,14.8,.487,.122,.279,2.0,7.2,4.6,35.1,2.4,0.2,17.7,21.5,,1.1,0.2,1.3,.035,,0.3,-2.5,-2.3,-0.1
316,Andris Biedrins,2004-05,18,GSW,NBA,C,30,384,14.8,.570,.013,.513,12.7,21.1,16.7,4.9,1.6,4.4,11.2,12.4,,0.7,0.6,1.2,.154,,-1.9,2.0,0.2,0.2
319,Lionel Billingy,1974-75,22,VIR,ABA,PF,46,1022,10.5,.475,.006,.407,10.7,18.1,14.3,7.1,1.9,0.5,22.8,21.2,,-1.3,0.9,-0.4,-0.018,,-3.6,0.1,-3.6,-0.4
320,Chauncey Billups,1997-98,21,TOT,NBA,PG,80,2216,13.6,.516,.434,.355,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,,2.1,0.9,3.0,.065,,0.8,-2.6,-1.8,0.1
322,Joe Binion,1986-87,25,POR,NBA,PF,11,51,12.0,.486,.000,1.000,18.0,21.4,19.7,2.3,1.8,2.2,17.2,13.4,,0.0,0.1,0.1,.092,,-3.1,-0.6,-3.8,0.0
323,Khem Birch,2017-18,25,ORL,NBA,C,24,273,15.3,.555,.000,.491,14.2,19.6,16.9,8.7,1.6,2.9,14.8,13.1,,0.4,0.3,0.7,.123,,-1.3,1.4,0.1,0.1
324,Jabari Bird,2017-18,23,BOS,NBA,SG,4,22,6.0,.403,.500,1.250,0.0,9.7,5.0,6.1,2.3,0.0,0.0,12.6,,0.0,0.0,0.0,.058,,-4.6,-0.1,-4.6,0.0
326,Larry Bird,1979-80,23,BOS,NBA,PF,82,2955,20.5,.538,.098,.246,8.3,23.6,16.0,18.5,2.3,1.0,14.0,25.3,,5.6,5.6,11.2,.182,,2.7,2.6,5.3,5.4
327,Otis Birdsong,1977-78,22,KCK,NBA,SG,73,1878,17.1,.530,,.325,3.8,5.7,4.8,14.1,1.7,0.3,11.7,25.1,,3.3,0.9,4.2,.108,,1.5,-2.5,-0.9,0.5
329,Bismack Biyombo,2011-12,19,CHA,NBA,C,63,1455,10.6,.480,.000,.514,8.6,20.8,14.5,3.1,0.7,5.9,17.2,13.1,,-0.5,1.1,0.6,.019,,-5.4,1.5,-3.9,-0.7
330,Nemanja Bjelica,2015-16,27,MIN,NBA,PF,60,1075,11.2,.594,.532,.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,,1.4,0.6,1.9,.087,,0.5,-0.2,0.3,0.6
