,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer36,FGAPer36,FG%Per36,3pPer36,3PAPer36,3p%Per36,2pPer36,2pAPer36,2p%Per36,FTPer36,FTAPer36,FT%Per36,ORGPer36,DRBPer36,TotalRebPer36,AstPer36,StealPer36,BlkPer36,TOVPer36,FoulsPer36,PtsPer36
2408,Ralph Lewis,Career,,,NBA,,99,0,672,4.8,11.5,.414,0.1,0.2,.250,4.7,11.3,.417,2.7,4.8,.562,3.0,3.3,6.3,1.6,1.3,0.4,2.4,3.6,12.3
2409,Rashard Lewis,Career,,,NBA,,1049,842,33541,6.1,13.4,.452,1.9,5.0,.386,4.1,8.4,.491,2.7,3.3,.805,1.5,4.3,5.8,1.9,1.2,0.6,1.7,2.6,16.7
2410,Reggie Lewis,Career,,,NBA,,450,352,14676,7.8,16.1,.488,0.1,0.3,.200,7.8,15.7,.494,3.6,4.4,.824,1.4,3.3,4.8,2.8,1.4,1.0,1.7,3.1,19.4
2411,Marcus Liberty,Career,,,NBA,,267,63,4568,6.2,14.8,.417,0.5,1.5,.340,5.7,13.3,.426,2.4,3.7,.664,3.3,4.0,7.3,1.9,1.5,0.6,2.1,3.9,15.3
2412,Todd Lichti,Career,,,NBA,,237,51,4240,6.2,13.5,.460,0.2,0.7,.244,6.1,12.9,.471,3.3,4.1,.789,1.5,2.8,4.3,2.8,1.5,0.4,2.2,3.5,15.9
2414,DeAndre Liggins,Career,,,NBA,,162,22,1777,2.5,6.0,.413,0.8,2.3,.351,1.7,3.7,.451,0.9,1.7,.549,1.0,3.8,4.8,2.2,2.2,0.6,1.7,3.9,6.7
2416,Goose Ligon,Career,,,ABA,,434,,14560,5.1,10.5,.487,0.0,0.1,.125,5.1,10.4,.490,3.5,5.5,.643,4.3,7.4,11.7,2.3,0.9,0.9,2.3,4.1,13.7
2417,Damian Lillard,Career,,,NBA,,451,451,16409,7.6,17.5,.433,2.7,7.2,.369,4.9,10.3,.477,4.9,5.6,.882,0.6,3.5,4.0,6.2,0.9,0.3,2.8,2.1,22.7
2418,Jeremy Lin,Career,,,NBA,,406,217,10782,5.5,12.7,.433,1.3,3.8,.350,4.2,9.0,.467,3.9,4.9,.805,0.6,3.3,3.9,6.0,1.6,0.5,3.2,3.1,16.2
2419,Steve Lingenfelter,Career,,,NBA,,10,0,67,2.7,3.8,.714,0.0,0.0,,2.7,3.8,.714,0.0,3.2,.000,2.1,6.4,8.6,2.7,0.5,1.6,3.2,11.8,5.4
2420,Alton Lister,Career,,,NBA,,953,582,18965,4.8,9.3,.512,0.0,0.0,.111,4.8,9.3,.513,2.4,4.0,.597,3.5,7.9,11.4,1.7,0.7,2.8,2.8,6.0,12.0
2422,Gene Littles,Career,,,ABA,,450,,11310,5.1,10.7,.476,0.1,0.3,.240,5.0,10.4,.484,2.6,3.6,.738,1.8,2.9,4.7,4.3,2.0,0.3,2.1,3.3,12.9
2423,Randy Livingston,Career,,,NBA,,203,19,2684,4.1,10.0,.406,0.5,1.3,.351,3.6,8.7,.414,1.8,2.3,.771,1.0,2.8,3.8,5.6,1.6,0.4,3.0,4.0,10.4
2424,Shaun Livingston,Career,,,NBA,,752,191,15922,4.5,9.3,.484,0.0,0.2,.188,4.5,9.1,.489,2.0,2.5,.794,1.0,3.1,4.1,5.3,1.2,0.6,2.2,3.2,11.0
2426,Horacio Llamas Grey,Career,,,NBA,,28,2,143,5.8,12.3,.469,0.3,0.8,.333,5.5,11.6,.478,2.8,4.5,.611,2.0,7.0,9.1,1.3,2.8,2.0,5.0,9.8,14.6
2430,Lewis Lloyd,Career,,,NBA,,388,260,9406,8.3,15.9,.524,0.0,0.2,.213,8.3,15.7,.528,3.0,3.9,.771,1.9,2.7,4.6,4.4,1.4,0.5,3.1,3.2,19.6
2431,Scott Lloyd,Career,,,NBA,,372,17,5638,4.1,9.7,.425,0.0,0.1,.286,4.1,9.7,.426,2.5,3.5,.718,2.7,4.4,7.1,2.3,0.6,0.5,2.4,5.3,10.8
2434,Rob Lock,Career,,,NBA,,20,0,110,2.9,10.5,.281,0.0,0.0,,2.9,10.5,.281,3.9,4.9,.800,4.6,5.9,10.5,1.3,1.0,1.3,4.3,4.9,9.8
2435,Darrell Lockhart,Career,,,NBA,,2,0,14,5.1,5.1,1.000,0.0,0.0,,5.1,5.1,1.000,0.0,0.0,,0.0,7.7,7.7,0.0,0.0,0.0,5.1,12.9,10.3
2436,Ian Lockhart,Career,,,NBA,,1,0,2,18.0,18.0,1.000,0.0,0.0,,18.0,18.0,1.000,36.0,36.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
2437,Kevin Loder,Career,,,NBA,,148,26,2094,6.3,13.6,.461,0.1,0.4,.261,6.2,13.2,.467,2.4,3.4,.695,1.9,3.9,5.8,3.0,1.2,0.7,2.5,4.5,15.0
2441,Brad Lohaus,Career,,,NBA,,656,116,10378,5.3,12.2,.440,1.4,3.8,.361,4.0,8.4,.475,1.3,1.8,.733,1.7,4.8,6.5,2.5,1.1,1.7,1.9,4.5,13.4
2442,Art Long,Career,,,NBA,,98,27,1220,4.4,9.5,.458,0.1,0.1,.667,4.3,9.4,.456,1.4,2.9,.485,3.8,5.6,9.4,1.4,0.8,1.2,2.5,6.5,10.2
2443,Grant Long,Career,,,NBA,,1003,673,28514,4.4,9.4,.467,0.1,0.4,.283,4.3,9.0,.474,3.1,4.1,.761,2.7,5.0,7.8,2.2,1.5,0.5,2.1,3.7,12.0
2444,John Long,Career,,,NBA,,893,432,22680,8.1,17.3,.467,0.2,0.6,.322,7.9,16.8,.472,2.9,3.3,.862,1.6,2.4,4.0,2.8,1.4,0.3,2.5,3.0,19.3
2446,Shawn Long,Career,,,NBA,,18,0,234,9.4,16.8,.560,1.1,2.9,.368,8.3,13.8,.600,2.9,5.4,.543,6.3,6.8,13.1,2.0,1.4,1.4,2.0,7.5,22.8
2447,Willie Long,Career,,,ABA,,213,,5033,6.5,15.3,.421,0.0,0.0,.000,6.5,15.3,.422,4.4,5.7,.774,3.2,5.8,9.1,1.5,0.9,0.2,2.8,4.3,17.3
2448,Luc Longley,Career,,,NBA,,567,362,12006,5.1,10.9,.462,0.0,0.0,.000,5.1,10.9,.463,2.2,2.8,.760,2.6,5.8,8.4,2.5,0.8,1.6,2.8,5.2,12.3
2449,Kevon Looney,Career,,,NBA,,106,4,989,4.3,7.8,.556,0.1,0.4,.273,4.2,7.4,.571,1.6,3.0,.542,3.7,6.0,9.7,2.0,1.1,1.7,1.5,4.8,10.4
2450,Brook Lopez,Career,,,NBA,,615,578,19254,8.0,16.0,.502,0.4,1.2,.331,7.6,14.7,.516,4.3,5.4,.790,2.9,5.0,7.9,1.8,0.7,2.0,2.3,3.2,20.7
2451,Felipe Lopez,Career,,,NBA,,249,80,4145,4.8,11.1,.432,0.4,1.3,.327,4.4,9.8,.445,2.6,4.0,.659,1.8,3.4,5.2,2.2,1.4,0.5,2.2,3.9,12.6
2452,Raul Lopez,Career,,,NBA,,113,26,2135,4.7,11.0,.429,0.8,2.2,.346,4.0,8.8,.450,2.2,2.5,.853,0.5,2.7,3.3,7.2,1.4,0.1,3.7,4.7,12.4
2453,Robin Lopez,Career,,,NBA,,685,537,15930,5.8,11.1,.526,0.0,0.0,.143,5.8,11.0,.527,2.3,3.1,.761,3.9,4.6,8.4,1.2,0.4,1.9,1.7,3.2,14.0
2454,Ryan Lorthridge,Career,,,NBA,,37,2,672,5.7,11.9,.475,0.2,0.7,.214,5.5,11.2,.493,3.1,4.7,.648,1.3,2.5,3.8,5.4,1.5,0.1,3.1,2.3,14.6
2459,Kevin Love,Career,,,NBA,,624,542,20116,6.8,15.3,.444,1.8,4.8,.368,5.0,10.5,.479,5.2,6.3,.824,3.4,9.3,12.6,2.6,0.8,0.5,2.2,2.4,20.5
2460,Stan Love,Career,,,TOT,,239,,3515,6.6,15.1,.440,0.0,0.0,,6.6,15.1,.440,2.9,3.8,.751,2.7,6.0,9.5,1.9,1.3,1.1,3.4,6.1,16.2
2462,Sidney Lowe,Career,,,NBA,,193,40,3422,2.1,5.7,.367,0.0,0.3,.133,2.0,5.4,.380,1.7,2.2,.764,0.9,2.7,3.5,7.9,2.0,0.1,2.0,3.0,5.9
2464,Kyle Lowry,Career,,,NBA,,771,535,23920,5.4,12.7,.424,2.0,5.4,.368,3.4,7.3,.465,4.0,5.0,.802,1.0,3.9,4.9,6.8,1.6,0.3,2.6,3.1,16.7
2467,John Lucas,Career,,,NBA,,928,266,25556,5.5,12.2,.449,0.5,1.7,.303,5.2,11.1,.464,2.7,3.4,.776,0.7,2.3,3.0,9.1,1.8,0.1,2.8,2.4,14.0
2468,Kalin Lucas,Career,,,NBA,,1,0,6,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
2469,Maurice Lucas,Career,,,TOT,,1021,244,30112,7.1,15.0,.471,0.0,0.1,.143,7.1,15.0,.473,3.6,4.7,.765,3.2,7.9,11.1,3.0,1.0,0.8,3.1,4.2,17.8
2470,John Lucas III,Career,,,NBA,,242,8,2927,5.6,14.6,.383,2.0,5.8,.344,3.6,8.7,.409,0.9,1.2,.768,0.7,2.2,2.9,4.5,1.1,0.0,1.6,2.4,14.1
2472,Tyronn Lue,Career,,,NBA,,554,173,12564,5.1,11.6,.437,1.3,3.4,.391,3.7,8.2,.456,2.1,2.5,.829,0.4,2.3,2.7,4.9,0.8,0.0,1.9,3.0,13.5
2477,Timothe Luwawu-Cabarrot,Career,,,NBA,,118,26,1985,4.4,11.4,.388,1.8,5.8,.321,2.6,5.6,.458,2.7,3.3,.834,0.7,3.3,4.0,2.3,0.8,0.3,2.0,4.5,13.4
2478,Tyler Lydon,Career,,,NBA,,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,Trey Lyles,Career,,,NBA,,208,39,3706,5.6,13.0,.433,1.8,5.0,.361,3.8,8.0,.479,1.9,2.8,.698,1.5,6.5,8.0,1.9,0.8,0.7,1.8,3.0,15.0
2481,George Lynch,Career,,,NBA,,774,420,17683,4.2,9.5,.446,0.3,1.0,.306,3.9,8.6,.462,1.6,2.5,.652,3.1,4.9,7.9,2.3,1.7,0.5,1.8,3.4,10.4
2482,Kevin Lynch,Career,,,NBA,,95,11,1143,3.9,8.9,.436,0.1,0.3,.333,3.8,8.6,.440,1.9,2.6,.726,1.3,2.5,3.8,3.4,1.5,0.5,2.1,4.8,9.8
2485,Sheldon Mac,Career,,,NBA,,30,3,287,3.8,9.4,.400,0.9,3.8,.233,2.9,5.6,.511,2.9,3.4,.852,0.5,3.8,4.3,1.9,1.0,0.3,0.6,2.1,11.3
2488,Todd MacCulloch,Career,,,NBA,,223,105,3439,5.9,11.0,.541,0.0,0.0,,5.9,11.0,.541,2.4,3.8,.642,3.6,5.7,9.3,1.3,0.6,1.9,1.6,5.0,14.3
2490,Scott Machado,Career,,,NBA,,6,0,21,5.1,10.3,.500,0.0,1.7,.000,5.1,8.6,.600,3.4,3.4,1.000,0.0,1.7,1.7,10.3,3.4,0.0,13.7,0.0,13.7
2491,Arvydas Macijauskas,Career,,,NBA,,19,0,135,3.7,10.9,.341,0.8,3.2,.250,2.9,7.7,.379,3.5,4.0,.867,0.8,1.9,2.7,1.3,1.9,0.0,2.1,2.7,11.7
2492,Ollie Mack,Career,,,NBA,,128,3,2513,5.7,12.4,.458,0.0,0.2,.000,5.7,12.1,.467,1.8,2.6,.674,1.9,2.7,4.6,3.3,1.2,0.2,1.6,2.5,13.1
2493,Sam Mack,Career,,,NBA,,259,105,5028,5.1,12.8,.400,2.4,6.3,.374,2.7,6.5,.426,1.8,2.2,.831,0.8,3.0,3.8,2.4,1.2,0.3,1.6,3.3,14.4
2494,Shelvin Mack,Career,,,NBA,,379,53,6683,5.0,11.7,.428,1.2,3.9,.322,3.8,7.8,.481,1.5,2.1,.747,0.5,3.5,4.0,6.2,1.2,0.1,2.5,2.4,12.8
2495,Malcolm Mackey,Career,,,NBA,,22,0,69,7.3,19.3,.378,0.0,1.0,.000,7.3,18.3,.400,2.1,4.2,.500,6.3,6.3,12.5,0.5,0.0,1.6,1.0,4.7,16.7
2496,Rudy Macklin,Career,,,NBA,,160,52,2752,5.1,11.4,.449,0.0,0.1,.000,5.1,11.3,.452,3.2,4.1,.776,2.7,3.4,6.1,1.6,1.1,0.4,2.7,5.6,13.5
2497,Vernon Macklin,Career,,,NBA,,23,0,135,5.1,9.3,.543,0.0,0.0,,5.1,9.3,.543,2.1,3.7,.571,3.7,5.3,9.1,1.3,1.1,1.1,0.8,2.4,12.3
2499,Don MacLean,Career,,,NBA,,319,111,6679,7.1,15.6,.455,0.3,1.1,.284,6.8,14.6,.467,4.3,5.6,.765,1.9,4.6,6.5,2.2,0.6,0.3,2.1,3.2,18.8
2500,Mark Macon,Career,,,NBA,,251,104,5018,5.0,13.0,.384,0.2,0.9,.270,4.7,12.1,.393,1.9,2.6,.735,1.2,2.1,3.4,3.1,2.5,0.1,2.3,4.2,12.1
2501,Kyle Macy,Career,,,NBA,,551,257,14246,5.5,11.0,.501,0.5,1.4,.337,5.0,9.5,.526,1.8,2.1,.873,0.8,2.3,3.1,5.6,1.6,0.1,1.8,2.7,13.3
2503,Tito Maddox,Career,,,NBA,,9,0,35,3.1,12.3,.250,0.0,3.1,.000,3.1,9.3,.333,5.1,8.2,.625,1.0,6.2,7.2,5.1,3.1,1.0,3.1,4.1,11.3
2504,Gerald Madkins,Career,,,NBA,,48,0,420,2.2,6.1,.366,1.0,2.7,.375,1.2,3.3,.359,1.4,1.8,.762,0.3,2.0,2.2,5.6,2.1,0.1,2.5,3.1,6.9
2505,Mark Madsen,Career,,,NBA,,453,70,5335,2.6,5.6,.457,0.0,0.1,.063,2.6,5.5,.465,1.4,2.7,.527,3.8,4.0,7.8,1.2,0.8,0.7,1.4,5.8,6.6
2507,Josh Magette,Career,,,NBA,,10,0,74,2.9,7.3,.400,1.5,3.4,.429,1.5,3.9,.375,2.9,2.9,1.000,0.5,2.9,3.4,10.7,1.5,0.0,1.0,2.9,10.2
2508,Corey Maggette,Career,,,NBA,,827,478,23358,6.3,13.8,.453,0.7,2.2,.324,5.6,11.6,.478,7.1,8.6,.822,1.4,4.8,6.2,2.6,0.9,0.2,2.9,3.6,20.3
2509,Dave Magley,Career,,,NBA,,14,0,56,2.6,10.3,.250,0.0,0.6,.000,2.6,9.6,.267,2.6,5.1,.500,1.3,5.1,6.4,1.3,1.3,0.0,1.3,3.2,7.7
2510,Jamaal Magloire,Career,,,NBA,,680,314,14621,4.3,9.0,.480,0.0,0.0,.000,4.3,9.0,.481,3.4,5.4,.639,3.5,7.4,10.9,1.0,0.6,1.5,2.5,4.4,12.1
2512,Ian Mahinmi,Career,,,NBA,,530,92,8809,4.1,7.6,.542,0.0,0.0,.000,4.1,7.6,.544,2.8,4.5,.607,3.2,6.1,9.3,1.1,1.2,1.5,2.1,5.7,11.0
2514,Brian Mahoney,Career,,,ABA,,19,,181,3.4,11.3,.298,0.0,0.4,.000,3.4,10.9,.309,4.8,8.0,.600,0.8,2.0,2.8,2.4,,,3.4,7.0,11.5
2516,Rick Mahorn,Career,,,NBA,,1117,613,25779,4.3,8.8,.493,0.0,0.1,.132,4.3,8.7,.495,2.2,3.1,.704,2.5,7.2,9.7,1.5,0.9,1.4,2.0,4.9,10.8
2517,Dan Majerle,Career,,,NBA,,955,454,30206,4.7,10.9,.431,1.6,4.5,.358,3.1,6.4,.482,2.0,2.7,.741,1.3,3.7,5.1,3.3,1.4,0.4,1.3,2.3,13.0
2518,Renaldo Major,Career,,,NBA,,1,0,27,2.7,13.3,.200,0.0,0.0,,2.7,13.3,.200,1.3,2.7,.500,0.0,2.7,2.7,0.0,2.7,0.0,1.3,5.3,6.7
2519,Thon Maker,Career,,,NBA,,119,46,1657,4.3,9.8,.435,1.2,3.6,.341,3.1,6.3,.488,2.0,2.9,.682,2.4,4.6,7.0,1.4,0.9,1.7,1.2,4.8,11.7
2521,Jeff Malone,Career,,,NBA,,905,755,29660,8.6,17.8,.484,0.1,0.4,.268,8.5,17.4,.489,3.6,4.1,.871,0.7,2.2,2.9,2.6,0.7,0.1,1.9,2.1,20.9
2522,Karl Malone,Career,,,NBA,,1476,1471,54852,8.9,17.2,.516,0.1,0.2,.274,8.8,17.0,.519,6.4,8.7,.742,2.3,7.5,9.8,3.4,1.4,0.8,3.0,3.0,24.2
2523,Moses Malone,Career,,,TOT,,1455,784,49444,7.5,15.1,.495,0.0,0.1,.096,7.5,15.0,.497,6.6,8.6,.760,5.4,7.6,13.0,1.4,0.9,1.4,3.3,2.5,21.5
2524,Matt Maloney,Career,,,NBA,,295,206,7470,3.8,9.3,.408,1.9,5.2,.372,1.9,4.1,.453,1.0,1.3,.797,0.3,2.1,2.4,4.1,1.2,0.1,1.8,1.8,10.5
2525,Steve Malovic,Career,,,NBA,,39,,445,2.5,5.4,.463,0.0,0.0,,2.5,5.4,.463,1.5,2.2,.667,2.9,4.0,7.0,2.1,0.6,0.5,1.9,4.1,6.5
2526,Mike Maloy,Career,,,ABA,,71,,861,7.0,16.6,.424,0.0,0.0,.000,7.0,16.5,.425,4.4,6.3,.702,4.2,7.0,11.2,2.0,,,3.1,6.4,18.5
2530,Danny Manning,Career,,,NBA,,883,398,24202,7.5,14.6,.511,0.1,0.3,.206,7.4,14.3,.517,3.4,4.6,.729,2.3,4.6,6.9,3.1,1.5,1.1,2.8,4.3,18.4
2531,Ed Manning,Career,,,TOT,,604,,10234,5.3,11.9,.448,0.0,0.0,.125,5.3,11.9,.448,1.8,2.3,.764,2.3,6.1,9.6,1.7,1.7,0.3,1.9,5.1,12.5
2533,Rich Manning,Career,,,NBA,,55,2,512,5.7,13.7,.415,0.1,0.4,.400,5.6,13.4,.416,1.3,2.0,.643,2.3,4.4,6.6,0.7,0.5,0.6,1.7,4.6,12.8
2534,Pace Mannion,Career,,,NBA,,216,4,2125,4.4,10.6,.413,0.3,1.3,.203,4.1,9.2,.443,2.2,3.3,.663,1.5,2.9,4.4,3.9,1.8,0.4,2.2,4.0,11.2
2536,Pete Maravich,Career,,,NBA,,658,4,24316,9.2,20.8,.441,0.4,0.6,.667,9.1,20.7,.441,5.3,6.4,.820,1.0,3.2,4.1,5.3,1.3,0.2,4.0,2.8,23.6
2538,Devyn Marble,Career,,,NBA,,44,7,457,2.8,9.1,.304,0.9,4.3,.222,1.8,4.8,.377,1.2,3.2,.375,0.9,4.6,5.4,2.3,1.7,0.2,1.3,3.1,7.6
2539,Roy Marble,Career,,,NBA,,29,0,194,3.3,13.0,.257,0.0,0.4,.000,3.3,12.6,.265,3.5,5.9,.594,3.3,2.6,5.9,2.2,1.3,0.6,3.2,3.2,10.2
2540,Stephon Marbury,Career,,,NBA,,846,816,31891,6.5,15.0,.433,1.1,3.4,.325,5.4,11.6,.465,4.3,5.4,.784,0.7,2.2,2.8,7.3,1.2,0.1,2.9,2.3,18.4
2541,Sarunas Marciulionis,Career,,,NBA,,363,30,8123,7.0,13.8,.505,0.6,1.5,.369,6.4,12.3,.522,6.0,7.9,.768,1.3,2.3,3.6,3.6,2.0,0.1,3.2,4.3,20.5
2544,Shawn Marion,Career,,,NBA,,1163,1062,40097,6.5,13.5,.484,0.7,2.1,.331,5.8,11.4,.513,2.1,2.6,.810,2.5,6.6,9.1,2.0,1.6,1.1,1.6,2.3,15.9
2545,Boban Marjanovic,Career,,,NBA,,113,5,997,8.2,14.3,.569,0.0,0.0,,8.2,14.3,.569,6.4,8.2,.788,5.1,9.0,14.2,1.6,0.9,1.5,2.4,4.1,22.7
2546,Lauri Markkanen,Career,,,NBA,,56,56,1704,6.4,15.2,.425,2.5,7.1,.349,4.0,8.0,.492,2.2,2.6,.854,1.4,7.7,9.1,1.4,0.6,0.7,1.5,1.9,17.6
2547,Damir Markota,Career,,,NBA,,30,0,170,4.0,11.0,.365,1.3,3.4,.375,2.8,7.6,.361,1.5,2.3,.636,2.3,4.2,6.6,1.3,0.6,0.2,3.2,4.7,10.8
2548,Sean Marks,Career,,,NBA,,230,11,2275,4.1,9.1,.448,0.1,0.4,.200,4.0,8.8,.459,1.8,2.7,.665,2.5,5.4,7.9,0.8,0.5,1.4,1.8,5.4,10.1
2552,Donny Marshall,Career,,,NBA,,119,0,919,3.4,10.6,.321,1.6,4.9,.336,1.8,5.7,.308,3.0,4.4,.681,1.5,3.2,4.7,1.4,1.4,0.2,1.8,4.2,11.5
2553,Donyell Marshall,Career,,,NBA,,957,422,25027,5.9,13.5,.435,1.3,3.7,.350,4.6,9.8,.468,2.3,3.2,.731,2.7,6.4,9.2,1.9,1.1,1.2,1.9,3.1,15.4
2554,Kendall Marshall,Career,,,NBA,,160,57,3083,3.7,9.2,.399,1.5,4.0,.370,2.2,5.2,.422,0.5,0.8,.611,0.3,2.7,3.0,9.1,1.2,0.1,3.3,2.1,9.4
2555,Rawle Marshall,Career,,,NBA,,63,11,602,3.3,8.9,.376,0.3,1.3,.238,3.0,7.7,.398,3.2,4.4,.716,1.0,2.6,3.6,1.4,1.2,0.7,2.0,2.3,10.2
2558,Bill Martin,Career,,,NBA,,84,0,860,7.0,15.7,.449,0.0,0.4,.000,7.0,15.3,.460,2.6,3.1,.813,2.2,3.5,5.7,2.4,1.3,0.4,3.1,5.4,16.6
2559,Bob Martin,Career,,,NBA,,54,1,549,2.7,6.1,.441,0.0,0.0,,2.7,6.1,.441,2.0,3.3,.608,2.5,5.3,7.8,1.2,0.5,2.2,1.9,7.1,7.4
2560,Brian Martin,Career,,,NBA,,8,0,21,5.1,12.0,.429,0.0,0.0,,5.1,12.0,.429,0.0,3.4,.000,1.7,5.1,6.9,0.0,0.0,1.7,3.4,12.0,10.3
2561,Cartier Martin,Career,,,NBA,,243,15,3351,4.6,11.8,.392,2.3,6.3,.372,2.3,5.5,.414,1.6,2.2,.729,0.9,4.0,5.0,1.3,1.0,0.3,1.4,3.4,13.2
2562,Cuonzo Martin,Career,,,NBA,,7,0,32,3.4,13.5,.250,3.4,5.6,.600,0.0,7.9,.000,0.0,2.3,.000,2.3,1.1,3.4,3.4,1.1,0.0,2.3,2.3,10.1
2563,Darrick Martin,Career,,,NBA,,514,178,9165,4.7,12.2,.382,1.4,4.0,.340,3.3,8.2,.402,3.2,3.7,.843,0.4,1.9,2.3,5.8,1.3,0.1,2.5,3.5,13.8
2566,Fernando Martin,Career,,,NBA,,24,0,146,2.2,7.6,.290,0.0,0.2,.000,2.2,7.4,.300,1.0,2.7,.364,2.0,4.9,6.9,2.2,1.7,0.2,4.9,5.9,5.4
2567,Jarell Martin,Career,,,NBA,,127,25,2159,4.5,10.2,.439,0.6,1.5,.359,3.9,8.7,.453,2.4,3.1,.780,2.6,5.3,7.9,1.2,1.0,0.9,1.9,5.3,11.9
2568,Jeff Martin,Career,,,NBA,,143,49,2685,5.1,12.3,.417,0.4,1.4,.282,4.8,11.0,.434,2.1,3.1,.694,1.8,2.1,3.9,1.5,1.0,0.6,1.3,2.7,12.8
2569,Kenyon Martin,Career,,,NBA,,757,667,23134,6.0,12.5,.483,0.1,0.4,.234,5.9,12.1,.492,2.3,3.7,.629,2.0,6.0,8.0,2.2,1.4,1.3,2.1,3.9,14.5
2570,Kevin Martin,Career,,,NBA,,714,504,21559,6.4,14.7,.437,1.9,5.0,.384,4.5,9.7,.464,5.9,6.8,.870,0.7,3.1,3.8,2.3,1.1,0.1,2.0,2.3,20.7
2572,Maurice Martin,Career,,,NBA,,69,0,422,6.3,16.7,.378,0.3,1.6,.211,6.0,15.1,.395,4.4,7.4,.598,2.1,3.4,5.5,4.2,1.6,0.8,3.7,5.9,17.4
2576,Jamal Mashburn,Career,,,NBA,,611,584,22762,6.8,16.2,.418,1.2,3.5,.345,5.6,12.6,.439,3.7,4.8,.766,1.1,4.1,5.2,3.8,1.0,0.2,2.5,2.4,18.4
2578,Anthony Mason,Career,,,NBA,,882,559,30605,4.2,8.3,.509,0.0,0.0,.167,4.2,8.3,.510,2.9,4.1,.709,2.2,6.3,8.6,3.5,0.8,0.3,1.8,2.8,11.4
2579,Desmond Mason,Career,,,NBA,,643,385,19641,5.4,12.0,.449,0.1,0.5,.260,5.3,11.5,.456,3.4,4.6,.740,1.5,3.8,5.2,1.9,0.8,0.4,1.9,2.6,14.2
2580,Frank Mason III,Career,,,NBA,,34,2,620,5.2,13.5,.384,1.1,2.7,.404,4.1,10.7,.378,3.2,4.1,.786,0.9,3.1,4.1,5.5,1.1,0.3,2.6,2.4,14.6
2581,Roger Mason,Career,,,NBA,,518,103,9147,4.7,11.5,.408,2.3,6.1,.383,2.4,5.4,.435,1.2,1.4,.866,0.3,3.2,3.5,2.7,0.7,0.3,1.5,2.8,12.9
2582,Tony Massenburg,Career,,,NBA,,683,233,12291,4.8,10.2,.470,0.0,0.0,.091,4.8,10.2,.471,2.8,4.0,.705,3.1,5.6,8.7,0.8,0.8,0.9,2.0,4.7,12.4
2584,Mangok Mathiang,Career,,,NBA,,3,0,10,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,0.0,0.0,,3.6,18.0,21.6,0.0,0.0,0.0,0.0,7.2,0.0
2586,Wes Matthews,Career,,,NBA,,465,102,9305,5.7,11.8,.478,0.1,0.6,.225,5.5,11.2,.492,2.7,3.4,.788,0.7,1.8,2.4,7.6,1.7,0.3,3.7,3.7,14.1
2587,Wesley Matthews,Career,,,NBA,,654,593,21463,5.2,12.2,.427,2.4,6.1,.383,2.9,6.0,.472,2.4,2.9,.828,0.6,2.9,3.5,2.4,1.2,0.2,1.5,2.4,15.2
2589,Marlon Maxey,Career,,,NBA,,98,5,1146,5.7,10.6,.542,0.0,0.1,.000,5.7,10.5,.547,3.6,5.3,.685,4.4,7.0,11.4,0.7,0.8,1.6,2.5,5.9,15.0
2590,Jason Maxiell,Career,,,NBA,,618,188,11379,4.4,8.9,.495,0.0,0.0,.000,4.4,8.9,.496,2.2,3.8,.564,3.3,4.8,8.1,0.8,0.7,1.6,1.5,3.8,11.0
2591,Cedric Maxwell,Career,,,NBA,,835,537,23769,5.2,9.5,.546,0.0,0.0,.053,5.2,9.5,.547,5.4,7.0,.784,3.2,4.8,8.0,2.8,1.0,0.7,2.8,3.4,15.9
2592,Vernon Maxwell,Career,,,NBA,,855,497,24309,5.8,14.6,.398,1.9,5.8,.320,4.0,8.8,.450,2.7,3.6,.733,0.6,2.7,3.3,4.3,1.4,0.2,2.5,2.6,16.2
2594,Scott May,Career,,,NBA,,355,8,8029,6.4,13.9,.462,0.0,0.1,.000,6.4,13.9,.463,3.7,4.6,.811,2.3,4.2,6.5,2.7,1.3,0.2,2.7,3.5,16.5
2595,Sean May,Career,,,NBA,,119,25,1868,6.2,13.6,.458,0.1,0.3,.231,6.2,13.4,.462,3.3,4.4,.746,3.0,6.3,9.3,2.2,1.0,0.9,2.6,4.5,15.8
2596,Lee Mayberry,Career,,,NBA,,496,150,10337,3.3,8.0,.415,1.3,3.5,.377,2.0,4.5,.446,0.9,1.4,.659,0.5,1.7,2.2,6.2,1.2,0.1,2.1,3.0,8.9
2598,Tharon Mayes,Career,,,NBA,,24,0,255,4.2,14.0,.303,2.1,5.8,.366,2.1,8.2,.259,3.4,5.1,.667,0.4,1.8,2.3,4.9,2.3,0.3,4.4,5.8,14.0
2599,Bill Mayfield,Career,,,NBA,,7,,54,5.3,12.0,.444,0.0,0.0,,5.3,12.0,.444,0.7,1.3,.500,4.7,1.3,6.0,0.7,0.0,0.7,2.0,5.3,11.3
