,Name,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
67,Peter Aluma,1998-99,25,SAC,NBA,C,2,0,5,10.0,20.0,.500,0.0,0.0,,10.0,20.0,.500,0.0,0.0,,10.0,10.0,20.0,0.0,10.0,10.0,20.0,40.0,20.0,,55,73
68,John Amaechi,1995-96,25,CLE,NBA,PF,28,3,357,4.7,11.4,.414,0.0,0.0,,4.7,11.4,.414,3.1,5.4,.576,2.1,6.4,8.5,1.5,1.0,1.8,5.6,8.0,12.6,,74,108
69,Ashraf Amaya,1995-96,24,VAN,NBA,PF,54,34,1104,5.8,12.0,.480,0.0,0.0,.000,5.8,12.0,.482,4.6,7.1,.651,5.4,9.0,14.5,1.6,1.1,0.5,2.7,7.2,16.2,,106,108
70,Al-Farouq Aminu,2010-11,20,LAC,NBA,SF,81,14,1452,5.7,14.5,.394,1.6,5.1,.315,4.1,9.4,.437,3.3,4.2,.773,2.7,6.8,9.5,2.1,2.1,0.9,3.7,4.3,16.3,,94,108
71,Lou Amundson,2006-07,24,TOT,NBA,PF,11,0,89,3.6,8.9,.400,0.0,0.0,,3.6,8.9,.400,2.4,5.9,.400,7.7,8.9,16.6,0.6,0.6,4.8,3.0,8.9,9.5,,91,103
73,Chris Andersen,2001-02,23,DEN,NBA,C,24,1,262,5.1,15.0,.338,0.0,0.8,.000,5.1,14.2,.357,4.5,5.7,.786,7.7,7.7,15.4,1.4,1.4,5.7,2.6,7.1,14.6,,96,103
74,David Andersen,2009-10,29,HOU,NBA,C,63,0,891,8.4,19.5,.432,1.5,4.5,.346,6.9,15.0,.458,2.6,3.8,.687,3.1,8.8,11.9,2.5,0.9,0.7,2.1,6.8,21.0,,103,108
75,Alan Anderson,2005-06,23,CHA,NBA,SF,36,7,564,6.8,16.5,.414,2.2,5.3,.414,4.6,11.2,.415,3.0,3.7,.805,2.1,4.3,6.4,2.9,1.0,0.4,2.9,4.4,18.9,,101,111
77,Antonio Anderson,2009-10,24,OKC,NBA,SF,1,0,15,3.4,10.3,.333,0.0,0.0,,3.4,10.3,.333,0.0,0.0,,3.4,0.0,3.4,0.0,0.0,0.0,3.4,3.4,6.9,,66,114
81,Derek Anderson,1997-98,23,CLE,NBA,SF,66,13,1839,6.9,17.0,.408,0.5,2.4,.202,6.4,14.6,.442,8.0,9.1,.873,1.6,3.8,5.4,6.6,2.5,0.4,3.7,4.0,22.4,,107,101
82,Dwight Anderson,1982-83,22,DEN,NBA,PG,5,0,33,9.1,18.2,.500,0.0,0.0,,9.1,18.2,.500,9.1,13.0,.700,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,,96,112
83,Eric Anderson,1992-93,22,NYK,NBA,PF,16,0,44,5.8,20.8,.278,0.0,0.0,,5.8,20.8,.278,12.7,15.0,.846,6.9,9.2,16.2,3.5,3.5,1.2,5.8,16.2,24.2,,94,93
84,Greg Anderson,1987-88,23,SAS,NBA,PF,82,45,1984,8.8,17.5,.501,0.0,0.1,.200,8.8,17.4,.503,4.6,7.6,.604,3.7,8.2,11.9,1.8,1.3,2.8,3.3,5.3,22.2,,103,110
85,J.J. Anderson,1982-83,22,TOT,NBA,SF,65,2,1202,7.1,14.1,.501,0.0,0.1,.000,7.1,14.0,.507,3.7,6.5,.571,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,,103,103
86,James Anderson,2010-11,21,SAS,NBA,SF,26,2,286,5.6,14.7,.383,3.3,8.4,.391,2.4,6.4,.371,2.5,3.3,.778,0.4,3.8,4.2,3.3,0.5,1.1,2.4,4.4,17.1,,102,110
88,Justin Anderson,2015-16,22,DAL,NBA,SF,55,9,647,5.6,13.8,.406,1.7,6.5,.265,3.9,7.2,.533,3.5,4.3,.800,1.4,9.0,10.4,2.3,1.5,2.0,1.9,3.5,16.4,,103,104
89,Kenny Anderson,1991-92,21,NJN,NBA,PG,64,13,1086,8.4,21.7,.390,0.1,0.6,.231,8.3,21.1,.394,3.3,4.4,.745,1.7,4.0,5.7,9.2,3.0,0.4,4.4,3.1,20.3,,96,109
91,Kyle Anderson,2014-15,21,SAS,NBA,SF,33,8,358,4.4,12.7,.348,0.4,1.6,.273,4.0,11.2,.359,1.3,2.0,.643,0.7,9.6,10.3,4.0,2.1,1.0,1.4,4.0,10.6,,87,100
92,Michael Anderson,1988-89,22,SAS,NBA,PG,36,12,730,4.6,11.0,.417,0.1,0.4,.143,4.5,10.6,.429,3.6,5.2,.695,2.8,2.8,5.6,9.7,2.8,0.2,5.3,4.0,12.9,,93,109
93,Nick Anderson,1989-90,22,ORL,NBA,SG,81,9,1785,9.6,19.4,.494,0.0,0.4,.059,9.6,19.0,.504,4.8,6.8,.705,2.8,5.4,8.2,3.2,1.8,0.9,3.6,3.6,24.0,,105,114
94,Richard Anderson,1982-83,22,SDC,NBA,C,78,5,1274,6.4,15.8,.404,0.3,0.7,.368,6.1,15.1,.405,1.8,2.5,.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,,94,108
95,Ron Anderson,1984-85,26,CLE,NBA,SF,36,7,520,7.6,17.7,.431,0.1,0.2,.500,7.5,17.5,.430,3.7,4.5,.820,3.5,4.4,8.0,3.1,0.8,0.6,3.1,3.6,19.0,,100,112
96,Ryan Anderson,2008-09,20,NJN,NBA,PF,66,30,1312,6.5,16.6,.393,2.8,7.7,.365,3.7,8.9,.417,4.0,4.7,.845,4.2,8.4,12.7,2.1,1.8,0.8,2.6,6.4,19.8,,108,109
97,Shandon Anderson,1996-97,23,UTA,NBA,SG,65,0,1066,7.4,15.9,.462,1.2,2.4,.511,6.2,13.6,.454,3.4,5.0,.687,2.6,6.4,9.0,2.5,1.4,0.4,3.7,5.7,19.3,,99,106
98,Willie Anderson,1988-89,22,SAS,NBA,SF,81,79,2738,10.8,21.6,.498,0.1,0.4,.190,10.7,21.3,.503,3.8,4.9,.775,2.6,4.5,7.0,6.3,2.5,1.0,4.4,5.0,25.4,,105,108
100,Martynas Andriuskevicius,2005-06,19,CLE,NBA,C,6,0,9,0.0,5.9,.000,0.0,0.0,,0.0,5.9,.000,0.0,0.0,,5.9,17.8,23.8,0.0,11.9,0.0,0.0,5.9,0.0,,64,78
102,Ike Anigbogu,2017-18,19,IND,NBA,C,10,0,28,7.1,16.0,.444,0.0,0.0,,7.1,16.0,.444,8.9,10.6,.833,8.9,7.1,16.0,0.0,1.8,5.3,3.5,1.8,23.1,,114,103
103,Michael Ansley,1989-90,22,ORL,NBA,SF,72,5,1221,8.7,17.6,.497,0.0,0.0,,8.7,17.6,.497,6.2,8.6,.722,7.1,6.6,13.7,1.5,0.9,0.6,1.9,5.7,23.6,,120,115
104,Chris Anstey,1997-98,23,DAL,NBA,C,41,8,680,7.2,18.1,.398,0.2,1.3,.188,7.0,16.9,.414,4.2,5.8,.716,4.2,8.2,12.3,2.7,2.4,2.1,3.2,7.5,18.8,,94,103
105,Giannis Antetokounmpo,2013-14,19,MIL,NBA,SF,77,23,1897,4.8,11.5,.414,1.1,3.3,.347,3.6,8.3,.440,3.8,5.6,.683,2.2,7.2,9.3,4.1,1.7,1.7,3.4,4.8,14.5,,99,110
106,Thanasis Antetokounmpo,2015-16,23,NYK,NBA,SF,2,0,6,25.7,34.3,.750,0.0,8.6,.000,25.7,25.7,1.000,0.0,0.0,,0.0,8.6,8.6,0.0,0.0,0.0,0.0,17.1,51.4,,140,110
107,Carmelo Anthony,2003-04,19,DEN,NBA,SF,82,82,2995,10.7,25.2,.426,1.2,3.7,.322,9.5,21.5,.444,7.0,9.0,.777,3.1,5.4,8.6,3.9,1.7,0.7,4.2,3.9,29.6,,102,105
108,Greg Anthony,1991-92,24,NYK,NBA,PG,82,1,1510,5.5,14.9,.370,0.3,1.9,.145,5.2,13.0,.403,4.0,5.4,.741,1.1,3.5,4.7,10.7,2.0,0.3,3.4,5.8,15.3,,101,106
109,Joel Anthony,2007-08,25,MIA,NBA,PF,24,1,498,3.0,6.4,.467,0.0,0.0,,3.0,6.4,.467,3.1,5.2,.592,4.1,5.9,9.9,0.3,1.0,3.3,1.8,5.9,9.1,,104,109
110,Pero Antic,2013-14,31,ATL,NBA,C,50,26,925,6.7,16.1,.418,3.1,9.4,.327,3.7,6.7,.545,2.7,3.6,.758,3.1,8.3,11.5,3.2,1.0,0.7,3.0,6.9,19.3,,103,107
111,OG Anunoby,2017-18,20,TOR,NBA,SF,60,48,1228,5.2,11.4,.453,2.4,6.7,.353,2.8,4.8,.592,1.4,2.0,.686,1.4,4.4,5.8,1.9,1.9,0.4,1.4,4.1,14.1,,112,107
112,Keith Appling,2015-16,23,ORL,NBA,PG,5,0,27,3.7,14.8,.250,0.0,5.6,.000,3.7,9.3,.400,3.7,3.7,1.000,0.0,1.9,1.9,1.9,1.9,0.0,5.6,9.3,11.1,,57,110
113,Rafael Araujo,2004-05,24,TOR,NBA,C,59,41,736,5.3,12.3,.434,0.1,0.2,.333,5.3,12.1,.436,3.0,3.9,.782,4.2,8.9,13.0,1.1,1.5,0.6,3.7,11.0,13.8,,92,107
115,Robert Archibald,2002-03,22,MEM,NBA,PF,12,0,72,4.3,14.4,.300,0.0,0.0,,4.3,14.4,.300,5.0,12.9,.389,4.3,7.9,12.2,2.2,0.0,2.2,5.0,6.5,13.7,,69,109
116,Tiny Archibald,1973-74,25,KCO,NBA,PG,35,,1272,7.9,17.5,.451,,,,7.9,17.5,.451,6.2,7.5,.820,0.7,2.3,3.0,9.5,2.0,0.2,,2.7,21.9,,,102
117,Ryan Arcidiacono,2017-18,23,CHI,NBA,PG,13,0,120,2.0,4.9,.417,1.2,4.1,.300,0.8,0.8,1.000,0.8,0.8,1.000,0.0,2.9,2.9,5.3,2.0,0.0,1.2,4.1,6.1,,118,112
118,Jim Ard,1973-74,25,MMT,ABA,C,27,,502,6.3,15.7,.402,0.2,0.2,1.000,6.1,15.5,.395,3.8,4.9,.784,4.6,10.7,15.3,3.9,1.5,2.4,4.0,4.2,16.7,,96,103
119,Gilbert Arenas,2001-02,20,GSW,NBA,PG,47,30,1155,7.7,16.9,.453,1.7,5.0,.345,5.9,11.9,.498,5.5,7.0,.775,1.8,4.0,5.8,7.7,3.0,0.5,4.3,5.1,22.5,,110,108
120,Trevor Ariza,2004-05,19,NYK,NBA,SF,80,12,1382,6.6,14.9,.442,0.1,0.5,.231,6.5,14.4,.449,4.6,6.7,.695,3.4,5.9,9.3,3.3,2.7,0.7,2.8,5.7,17.9,,103,107
122,Joe Arlauckas,1987-88,22,SAC,NBA,SF,9,0,85,7.8,24.1,.326,0.0,0.0,,7.8,24.1,.326,3.4,4.5,.750,3.4,3.9,7.3,4.5,1.7,2.2,2.2,9.0,19.0,,88,112
123,B.J. Armstrong,1989-90,22,CHI,NBA,PG,81,0,1291,7.3,15.1,.485,0.1,0.2,.500,7.2,14.8,.484,2.7,3.0,.885,0.7,3.2,3.9,7.6,1.8,0.2,3.2,4.0,17.4,,107,112
125,Brandon Armstrong,2001-02,21,NJN,NBA,SG,35,0,196,7.2,22.7,.318,1.3,4.5,.294,5.9,18.1,.324,1.3,2.7,.500,2.7,1.6,4.3,2.1,1.9,0.3,2.1,6.9,17.1,,79,104
127,Darrell Armstrong,1994-95,26,ORL,NBA,PG,3,0,8,18.9,50.5,.375,12.6,37.9,.333,6.3,12.6,.500,12.6,12.6,1.000,6.3,0.0,6.3,18.9,6.3,0.0,6.3,18.9,63.1,,127,103
128,Hilton Armstrong,2006-07,22,NOK,NBA,C,56,5,634,5.7,10.5,.544,0.0,0.0,,5.7,10.5,.544,3.4,5.6,.597,4.9,7.6,12.5,0.8,1.0,2.2,2.9,6.6,14.8,,106,105
132,Bob Arnzen,1973-74,26,INA,ABA,SF,20,,149,7.5,15.0,.500,0.3,0.3,1.000,7.2,14.7,.489,2.2,2.8,.778,3.1,3.1,6.3,0.9,0.9,0.6,2.5,3.4,17.5,,105,105
133,Carlos Arroyo,2001-02,22,TOT,NBA,PG,37,1,371,7.0,16.0,.441,0.0,0.3,.000,7.0,15.7,.450,1.9,2.6,.722,1.7,4.0,5.8,10.1,1.6,0.1,3.3,4.3,16.0,,101,110
134,Darrell Arthur,2008-09,20,MEM,NBA,PF,76,64,1464,6.9,15.9,.438,0.0,0.1,.000,6.9,15.8,.440,1.5,2.2,.667,3.9,8.7,12.6,1.6,1.9,1.9,1.7,7.5,15.3,,99,107
136,Jamel Artis,2017-18,25,ORL,NBA,SG,5,0,55,3.5,15.1,.235,0.0,4.4,.000,3.5,10.6,.333,0.9,2.7,.333,0.9,5.3,6.2,3.5,0.0,0.0,0.0,0.0,8.0,,68,117
137,Omer Asik,2010-11,24,CHI,NBA,C,82,0,989,4.2,7.6,.553,0.0,0.0,,4.2,7.6,.553,3.9,7.8,.503,6.0,10.4,16.4,1.7,1.1,3.0,3.4,8.2,12.3,,104,97
138,Vincent Askew,1987-88,21,PHI,NBA,SG,14,2,234,4.7,15.8,.297,0.0,0.0,,4.7,15.8,.297,1.7,2.3,.727,1.3,3.4,4.7,7.0,2.1,1.3,2.6,2.6,11.1,,83,111
139,Keith Askins,1990-91,23,MIA,NBA,SF,39,1,266,6.2,14.7,.420,1.1,4.5,.240,5.1,10.2,.500,2.2,4.5,.480,5.5,6.9,12.4,3.5,2.9,2.4,2.0,8.4,15.6,,106,104
142,Chucky Atkins,1999-00,25,ORL,NBA,PG,82,0,1626,9.5,22.5,.424,1.7,4.9,.350,7.8,17.5,.445,2.9,4.0,.729,0.6,3.2,3.8,9.3,1.6,0.1,4.3,4.2,23.7,,100,106
145,Stacey Augmon,1991-92,23,ATL,NBA,SG,82,82,2505,8.6,17.6,.489,0.0,0.1,.167,8.6,17.5,.492,4.2,6.3,.666,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,,104,109
146,D.J. Augustin,2008-09,21,CHA,NBA,PG,72,12,1908,7.6,17.7,.430,3.1,7.0,.439,4.5,10.7,.424,5.9,6.6,.893,0.5,3.3,3.8,7.1,1.2,0.1,3.4,4.0,24.2,,115,110
147,James Augustine,2006-07,22,ORL,NBA,PF,2,0,7,7.6,22.9,.333,0.0,0.0,,7.6,22.9,.333,0.0,0.0,,7.6,15.3,22.9,15.3,0.0,0.0,0.0,15.3,15.3,,112,102
148,Isaac Austin,1991-92,22,UTA,NBA,C,31,0,112,9.4,20.6,.457,0.0,0.0,,9.4,20.6,.457,8.5,13.5,.633,4.9,10.8,15.7,2.2,0.9,0.9,3.6,9.0,27.4,,105,104
150,Ken Austin,1983-84,22,DET,NBA,SF,7,0,28,9.9,21.5,.462,0.0,0.0,,9.9,21.5,.462,0.0,0.0,,3.3,1.7,5.0,1.7,1.7,1.7,5.0,11.6,19.8,,85,110
151,Anthony Avent,1992-93,23,MIL,NBA,PF,82,78,2285,7.6,17.5,.433,0.0,0.0,.000,7.6,17.5,.434,2.4,3.8,.651,3.9,7.3,11.2,2.0,1.2,1.6,3.1,5.2,17.6,,93,110
152,Bird Averitt,1973-74,21,SAA,ABA,SG,74,,1639,10.6,28.1,.376,0.3,1.5,.180,10.3,26.6,.387,4.8,6.9,.696,1.4,2.4,3.7,4.1,1.9,0.2,4.2,5.1,26.2,,87,103
153,William Avery,1999-00,20,MIN,NBA,PG,59,1,484,6.1,19.6,.309,1.9,6.8,.286,4.1,12.8,.322,2.6,3.9,.667,0.9,3.5,4.3,9.5,1.5,0.2,4.5,6.5,16.6,,84,107
154,Dennis Awtrey,1973-74,25,CHI,NBA,C,68,,756,3.9,7.4,.528,,,,3.9,7.4,.528,3.3,5.7,.574,3.0,7.6,10.5,5.2,1.3,0.8,,7.7,11.1,,,93
