,Name,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
1013,Spencer Dinwiddie,2014-15,21,DET,NBA,PG,34,1,13.4,1.5,5.0,.302,0.4,1.9,.185,1.1,3.1,.375,.337,0.9,1.0,.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3
1014,Ike Diogu,2005-06,22,GSW,NBA,PF,69,14,14.9,2.5,4.8,.524,0.0,0.0,,2.5,4.8,.524,.524,2.0,2.4,.810,1.4,1.9,3.3,0.4,0.2,0.4,1.1,2.4,7.0
1015,DeSagana Diop,2001-02,20,CLE,NBA,C,18,1,6.1,0.7,1.6,.414,0.0,0.0,,0.7,1.6,.414,.414,0.1,0.3,.200,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4
1018,Vlade Divac,1989-90,21,LAL,NBA,C,82,5,19.6,3.3,6.7,.499,0.0,0.1,.000,3.3,6.6,.504,.499,1.9,2.6,.708,2.0,4.2,6.2,0.9,1.0,1.4,1.3,2.9,8.5
1019,Juan Dixon,2002-03,24,WAS,NBA,PG,42,3,15.4,2.5,6.5,.384,0.6,2.0,.298,1.9,4.5,.422,.430,0.9,1.1,.804,0.3,1.4,1.7,1.0,0.6,0.1,1.0,1.3,6.4
1020,Aleksandar Djordjevic,1996-97,29,POR,NBA,SG,8,0,7.6,1.0,2.0,.500,0.6,0.9,.714,0.4,1.1,.333,.656,0.5,0.6,.800,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1
1022,Michael Doleac,1998-99,21,ORL,NBA,C,49,0,15.9,2.6,5.4,.468,0.0,0.0,,2.6,5.4,.468,.468,1.1,1.6,.675,1.3,1.7,3.0,0.4,0.4,0.3,0.5,2.4,6.2
1025,James Donaldson,1980-81,23,SEA,NBA,C,68,,14.4,1.9,3.5,.542,0.0,0.0,,1.9,3.5,.542,.542,1.5,2.5,.594,1.6,3.0,4.5,0.6,0.1,1.1,1.0,1.2,5.3
1027,Billy Donovan,1987-88,22,NYK,NBA,PG,44,0,8.3,1.0,2.5,.404,0.0,0.2,.000,1.0,2.3,.431,.404,0.4,0.5,.810,0.1,0.5,0.6,2.0,0.4,0.0,1.0,0.8,2.4
1029,Keyon Dooling,2000-01,20,LAC,NBA,PG,76,1,16.3,1.9,4.8,.409,0.4,1.1,.350,1.6,3.7,.426,.448,1.6,2.4,.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9
1030,Jacky Dorsey,1977-78,23,TOT,NBA,SF,11,,8.0,1.1,2.8,.387,,,,1.1,2.8,.387,.387,0.9,1.5,.625,1.0,1.7,2.7,0.5,0.2,0.3,0.5,1.5,3.1
1031,Joey Dorsey,2008-09,25,HOU,NBA,PF,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7
1033,Tyler Dorsey,2017-18,21,ATL,NBA,SG,36,1,13.4,1.7,4.8,.353,0.9,2.7,.340,0.8,2.1,.368,.448,0.6,0.9,.676,0.3,1.7,1.9,1.1,0.3,0.1,0.4,0.6,4.9
1034,Damyean Dotson,2017-18,23,NYK,NBA,SG,29,2,8.5,1.1,2.7,.416,0.3,1.1,.273,0.8,1.5,.523,.474,0.2,0.3,.778,0.2,1.2,1.4,0.6,0.2,0.0,0.3,0.6,2.8
1035,Quincy Douby,2006-07,22,SAC,NBA,PG,42,0,8.5,1.1,3.0,.381,0.3,1.2,.240,0.9,1.8,.474,.429,0.3,0.4,.733,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8
1036,Bruce Douglas,1986-87,22,SAC,NBA,SG,8,1,12.3,0.9,3.0,.292,0.0,0.1,.000,0.9,2.9,.304,.292,0.0,0.5,.000,0.6,1.1,1.8,2.1,1.1,0.0,1.1,1.1,1.8
1037,John Douglas,1981-82,25,SDC,NBA,SG,64,9,16.1,2.8,6.1,.465,0.3,0.9,.305,2.5,5.2,.494,.488,1.0,1.6,.657,0.4,1.0,1.4,2.3,0.8,0.1,1.4,2.3,7.0
1038,Leon Douglas,1976-77,22,DET,NBA,C,82,,19.8,3.0,6.2,.479,,,,3.0,6.2,.479,.479,1.5,2.8,.555,2.2,4.2,6.4,0.8,0.5,1.0,,3.6,7.5
1039,Sherman Douglas,1989-90,23,MIA,NBA,PG,81,66,30.5,5.7,11.6,.494,0.1,0.4,.161,5.7,11.2,.505,.496,2.8,4.0,.687,0.9,1.7,2.5,7.6,1.8,0.1,3.0,2.3,14.3
1040,Toney Douglas,2009-10,23,NYK,NBA,PG,56,12,19.4,3.2,7.0,.458,1.2,3.1,.389,2.0,3.9,.514,.545,1.0,1.2,.809,0.7,1.2,1.9,2.0,0.8,0.1,1.0,2.1,8.6
1041,Chris Douglas-Roberts,2008-09,22,NJN,NBA,SG,44,3,13.3,1.8,4.0,.460,0.1,0.3,.250,1.8,3.7,.476,.469,1.2,1.4,.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9
1044,Zabian Dowdell,2010-11,26,PHO,NBA,PG,24,0,12.2,2.1,5.2,.408,0.1,0.4,.300,2.0,4.8,.417,.420,0.7,0.7,.941,0.2,0.6,0.8,2.1,0.8,0.1,1.2,1.3,5.0
1048,Milton Doyle,2017-18,24,BRK,NBA,SG,6,0,10.5,1.2,4.2,.280,0.3,2.2,.154,0.8,2.0,.417,.320,0.3,0.5,.667,0.3,1.2,1.5,0.7,0.3,0.2,0.3,0.5,3.0
1049,PJ Dozier,2017-18,21,OKC,NBA,PG,2,0,1.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
1050,Terry Dozier,1989-90,23,CHH,NBA,SF,9,0,10.2,1.0,3.0,.333,0.0,0.1,.000,1.0,2.9,.346,.333,0.4,0.9,.500,0.8,0.9,1.7,0.3,0.7,0.2,0.8,1.1,2.4
1051,Goran Dragic,2008-09,22,PHO,NBA,PG,55,1,13.2,1.6,4.1,.393,0.4,1.0,.370,1.2,3.1,.400,.438,0.9,1.2,.769,0.6,1.3,1.9,2.0,0.5,0.1,1.3,1.6,4.5
1052,Zoran Dragic,2014-15,25,TOT,NBA,SG,16,1,4.7,0.7,1.9,.367,0.2,0.9,.214,0.5,1.0,.500,.417,0.2,0.3,.600,0.3,0.2,0.5,0.3,0.1,0.0,0.3,0.4,1.8
1053,Greg Dreiling,1986-87,24,IND,NBA,C,24,0,5.3,0.7,1.5,.432,0.0,0.0,,0.7,1.5,.432,.432,0.4,0.5,.833,0.5,1.3,1.8,0.3,0.1,0.1,0.3,1.8,1.8
1054,Bryce Drew,1998-99,24,HOU,NBA,PG,34,0,13.0,1.4,3.8,.364,0.5,1.4,.327,0.9,2.4,.388,.426,0.2,0.2,1.000,0.1,0.9,0.9,1.5,0.4,0.1,0.9,1.8,3.5
1055,John Drew,1974-75,20,ATL,NBA,PF,78,,29.3,6.8,15.8,.428,,,,6.8,15.8,.428,.428,5.0,7.0,.713,4.6,6.1,10.7,1.8,1.5,0.5,,3.5,18.5
1056,Larry Drew,1980-81,22,DET,NBA,PG,76,,20.8,2.6,6.4,.407,0.1,0.2,.235,2.5,6.1,.413,.411,1.4,1.8,.797,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1.6,6.6
1057,Larry Drew II,2014-15,24,PHI,NBA,PG,12,1,18.3,1.7,4.8,.345,0.3,2.2,.154,1.3,2.7,.500,.379,0.2,0.3,.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8
1058,Clyde Drexler,1983-84,21,POR,NBA,SG,82,3,17.2,3.1,6.8,.451,0.0,0.0,.250,3.1,6.8,.452,.452,1.5,2.1,.728,1.4,1.5,2.9,1.9,1.3,0.4,1.5,2.5,7.7
1059,Nate Driggers,1996-97,23,BOS,NBA,SG,15,0,8.8,0.9,2.9,.302,0.0,0.6,.000,0.9,2.3,.382,.302,0.7,0.9,.714,0.8,0.7,1.5,0.4,0.2,0.1,0.4,0.7,2.4
1060,Terry Driscoll,1970-71,23,DET,NBA,PF,69,,18.2,1.9,4.6,.415,,,,1.9,4.6,.415,.415,1.6,2.2,.701,,,5.8,0.8,,,,3.1,5.4
1061,Predrag Drobnjak,2001-02,26,SEA,NBA,C,64,12,18.3,3.0,6.5,.461,0.0,0.0,.000,3.0,6.4,.464,.461,0.9,1.1,.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8
1062,Ralph Drollinger,1980-81,26,DAL,NBA,C,6,,11.2,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,0.2,0.7,.250,0.8,2.3,3.2,2.3,0.2,0.3,2.2,2.7,2.5
1063,Andre Drummond,2012-13,19,DET,NBA,C,60,10,20.7,3.5,5.7,.608,0.0,0.0,.500,3.5,5.7,.609,.610,1.0,2.7,.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9
1065,Kevin Duckworth,1986-87,22,TOT,NBA,C,65,1,13.5,2.0,4.2,.476,0.0,0.0,.000,2.0,4.2,.478,.476,1.4,2.1,.687,1.2,2.3,3.4,0.4,0.3,0.3,1.2,3.0,5.4
1067,Chris Dudley,1987-88,22,CLE,NBA,C,55,1,9.3,1.2,2.5,.474,0.0,0.0,,1.2,2.5,.474,.474,0.7,1.3,.563,1.3,1.3,2.6,0.4,0.2,0.3,0.6,1.6,3.1
1068,Jared Dudley,2007-08,22,CHA,NBA,PF,73,14,19.0,2.2,4.8,.468,0.1,0.6,.220,2.1,4.2,.502,.481,1.2,1.6,.737,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.8,5.8
1069,Terry Duerod,1979-80,23,DET,NBA,SG,67,,19.9,4.2,8.9,.472,0.2,0.8,.283,4.0,8.1,.490,.484,0.7,1.0,.682,0.4,1.0,1.5,1.7,0.6,0.2,1.2,1.5,9.3
1072,Chris Duhon,2004-05,22,CHI,NBA,PG,82,73,26.5,2.1,6.0,.352,1.1,3.2,.355,1.0,2.7,.350,.449,0.6,0.8,.731,0.3,2.3,2.6,4.9,1.0,0.0,1.5,2.5,5.9
1073,Duje Dukan,2015-16,24,SAC,NBA,SF,1,0,24.0,2.0,10.0,.200,2.0,5.0,.400,0.0,5.0,.000,.300,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0
1075,Joe Dumars,1985-86,22,DET,NBA,SG,82,45,23.9,3.5,7.3,.481,0.1,0.2,.313,3.4,7.1,.485,.485,2.3,2.9,.798,0.7,0.7,1.5,4.8,0.8,0.1,1.9,2.4,9.4
1077,Richard Dumas,1992-93,23,PHO,NBA,SF,48,32,27.5,6.3,12.0,.524,0.0,0.1,.333,6.3,11.9,.525,.525,3.2,4.5,.707,2.1,2.6,4.6,1.3,1.8,0.8,1.9,2.6,15.8
1078,Tony Dumas,1994-95,22,DAL,NBA,SG,58,0,10.6,1.7,4.3,.384,0.4,1.3,.301,1.3,3.1,.418,.428,0.9,1.3,.649,0.6,0.5,1.1,1.0,0.2,0.1,0.9,1.3,4.6
1080,Tim Duncan,1997-98,21,SAS,NBA,PF,82,82,39.1,8.6,15.7,.549,0.0,0.1,.000,8.6,15.6,.553,.549,3.9,5.9,.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1
1081,Mike Dunleavy,1976-77,22,PHI,NBA,PG,32,,11.2,1.9,4.5,.414,,,,1.9,4.5,.414,.414,1.1,1.4,.756,0.3,0.8,1.1,1.8,0.4,0.1,,2.0,4.8
1082,Mike Dunleavy,2002-03,22,GSW,NBA,SF,82,3,15.9,2.0,5.1,.403,0.6,1.8,.347,1.4,3.3,.434,.465,1.0,1.2,.780,0.8,1.8,2.6,1.3,0.6,0.2,1.0,1.5,5.7
1083,Kris Dunn,2016-17,22,MIN,NBA,PG,78,7,17.1,1.5,4.0,.377,0.3,0.9,.288,1.2,3.1,.404,.411,0.5,0.8,.610,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8
1085,T.R. Dunn,1977-78,22,POR,NBA,SG,63,,12.2,1.6,3.8,.417,,,,1.6,3.8,.417,.417,0.6,0.9,.661,1.0,1.3,2.3,0.7,0.7,0.1,0.6,1.2,3.8
1086,Ronald Dupree,2003-04,23,CHI,NBA,SF,47,8,19.0,2.4,6.0,.394,0.1,0.2,.444,2.3,5.8,.392,.401,1.4,2.2,.629,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2
1087,Kevin Durant,2007-08,19,SEA,NBA,SG,80,80,34.6,7.3,17.1,.430,0.7,2.6,.288,6.6,14.5,.455,.451,4.9,5.6,.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3
1088,John Duren,1980-81,22,UTA,NBA,PG,40,,11.5,0.8,2.5,.327,0.0,0.0,.000,0.8,2.5,.330,.327,0.1,0.2,.556,0.2,0.7,0.9,1.4,0.5,0.1,0.9,1.4,1.8
1090,Pat Durham,1992-93,25,GSW,NBA,SF,5,1,15.6,1.2,5.0,.240,0.0,0.0,,1.2,5.0,.240,.240,1.8,2.4,.750,1.0,1.8,2.8,0.8,0.2,0.2,1.4,1.2,4.2
1091,Devin Durrant,1984-85,24,IND,NBA,SF,59,8,12.8,1.9,4.6,.416,0.0,0.1,.000,1.9,4.6,.421,.416,1.2,1.7,.706,0.8,1.3,2.1,1.4,0.3,0.2,1.3,1.8,5.1
1095,Craig Dykema,1981-82,22,PHO,NBA,SF,32,0,3.2,0.5,1.2,.459,0.1,0.1,.500,0.5,1.0,.455,.486,0.2,0.3,.778,0.1,0.3,0.4,0.5,0.1,0.0,0.2,0.6,1.3
1097,Jerome Dyson,2011-12,24,NOH,NBA,PG,9,1,20.0,2.1,5.3,.396,0.1,0.9,.125,2.0,4.4,.450,.406,3.1,4.0,.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,7.4
1098,Ledell Eackles,1988-89,22,WSB,NBA,SG,80,6,18.2,4.0,9.2,.434,0.1,0.5,.225,3.9,8.7,.447,.441,3.4,4.3,.786,1.3,1.0,2.3,1.5,0.5,0.1,1.6,2.0,11.5
1099,Jim Eakins,1968-69,22,OAK,ABA,C,78,,21.4,4.5,8.3,.543,0.0,0.0,.000,4.5,8.3,.544,.543,4.0,5.5,.719,2.9,4.3,7.2,0.7,,,1.8,3.0,13.0
1100,Acie Earl,1993-94,23,BOS,NBA,C,74,8,15.5,2.0,5.0,.406,0.0,0.0,.000,2.0,5.0,.407,.406,1.5,2.2,.675,1.1,2.2,3.3,0.2,0.3,0.7,1.0,2.4,5.5
1102,Cleanthony Early,2014-15,23,NYK,NBA,SF,39,7,16.6,1.9,5.5,.355,0.6,2.2,.262,1.4,3.3,.415,.407,0.9,1.2,.750,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4
1104,Mark Eaton,1982-83,26,UTA,NBA,C,81,32,18.9,1.8,4.4,.414,0.0,0.0,.000,1.8,4.3,.415,.414,0.7,1.1,.656,1.1,4.6,5.7,1.4,0.3,3.4,1.7,3.2,4.3
1105,Jerry Eaves,1982-83,23,UTA,NBA,PG,82,7,19.4,3.4,7.0,.487,0.0,0.1,.125,3.4,6.9,.492,.488,2.4,3.0,.810,0.4,1.1,1.5,2.6,0.6,0.0,1.9,1.4,9.3
1106,Devin Ebanks,2010-11,21,LAL,NBA,SG,20,0,5.9,1.1,2.6,.412,0.1,0.3,.400,1.0,2.3,.413,.431,0.9,1.2,.783,0.8,0.6,1.4,0.1,0.2,0.3,0.3,0.4,3.1
1109,Ndudi Ebi,2003-04,19,MIN,NBA,SF,17,0,1.9,0.4,0.8,.429,0.0,0.0,,0.4,0.8,.429,.429,0.1,0.2,.250,0.1,0.1,0.2,0.2,0.0,0.2,0.2,0.4,0.8
1110,Roy Ebron,1973-74,22,UTS,ABA,C,40,,13.2,2.6,5.3,.488,0.0,0.0,.000,2.6,5.3,.490,.488,1.1,2.1,.512,2.0,2.4,4.4,0.5,0.4,0.8,0.9,1.7,6.2
1111,Jarell Eddie,2015-16,24,WAS,NBA,SF,26,0,5.7,0.8,2.5,.308,0.6,1.8,.319,0.2,0.7,.278,.423,0.3,0.3,1.000,0.1,0.8,0.9,0.2,0.2,0.0,0.0,0.2,2.4
1112,Patrick Eddie,1991-92,24,NYK,NBA,C,4,0,3.3,0.5,2.3,.222,0.0,0.0,,0.5,2.3,.222,.222,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.8,1.0
1114,Kenton Edelin,1984-85,22,IND,NBA,SF,10,1,14.3,0.4,1.3,.308,0.0,0.0,,0.4,1.3,.308,.308,0.3,0.8,.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1
1115,Charles Edge,1973-74,23,MMT,ABA,SF,78,,25.0,4.0,8.0,.500,0.0,0.0,.000,4.0,8.0,.501,.500,1.6,2.3,.681,3.2,5.0,8.2,0.9,0.8,0.9,1.7,1.8,9.6
1117,Keith Edmonson,1982-83,22,ATL,NBA,SG,32,2,9.7,1.5,4.3,.345,0.0,0.1,.000,1.5,4.3,.350,.345,0.5,0.8,.593,0.6,0.6,1.2,0.7,0.3,0.2,0.6,1.3,3.5
1118,Tyus Edney,1995-96,22,SAC,NBA,PG,80,60,31.0,3.8,9.3,.412,0.7,1.8,.368,3.2,7.5,.423,.448,2.5,3.2,.782,0.8,1.7,2.5,6.1,1.1,0.0,2.4,2.5,10.8
1119,Bill Edwards,1993-94,22,PHI,NBA,PF,3,0,14.7,0.7,6.0,.111,0.0,1.7,.000,0.7,4.3,.154,.111,0.7,1.7,.400,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,2.0
1120,Blue Edwards,1989-90,24,UTA,NBA,SF,82,49,23.0,3.5,6.9,.507,0.1,0.4,.300,3.4,6.5,.519,.515,1.8,2.5,.719,0.8,2.2,3.1,1.8,0.9,0.4,1.9,3.4,8.9
1121,Corsley Edwards,2004-05,25,NOH,NBA,C,10,0,11.0,1.0,3.1,.323,0.0,0.0,,1.0,3.1,.323,.323,0.7,1.2,.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7
1122,Doug Edwards,1993-94,23,ATL,NBA,PF,16,0,6.7,1.1,3.1,.347,0.0,0.1,.000,1.1,3.0,.354,.347,0.6,1.0,.563,0.4,0.7,1.1,0.5,0.1,0.3,0.4,0.6,2.7
1123,Franklin Edwards,1981-82,22,PHI,NBA,PG,42,3,6.9,1.5,3.6,.433,0.0,0.2,.000,1.5,3.4,.461,.433,0.5,0.6,.741,0.2,0.4,0.6,1.1,0.4,0.1,0.6,0.9,3.6
1124,James Edwards,1977-78,22,TOT,NBA,C,83,,29.0,6.0,13.2,.453,,,,6.0,13.2,.453,.453,3.3,5.1,.646,2.4,5.0,7.4,1.0,0.6,0.9,2.0,3.9,15.2
1125,Jay Edwards,1989-90,21,LAC,NBA,SG,4,0,6.5,0.8,1.8,.429,0.0,0.5,.000,0.8,1.3,.600,.429,0.3,0.8,.333,0.3,0.3,0.5,1.0,0.3,0.0,0.3,1.0,1.8
1126,John Edwards,2004-05,23,IND,NBA,C,25,1,5.6,0.4,1.2,.367,0.0,0.0,,0.4,1.2,.367,.367,0.3,0.6,.500,0.3,0.4,0.8,0.1,0.1,0.2,0.3,0.5,1.2
1127,Kevin Edwards,1988-89,23,MIA,NBA,SG,79,62,29.7,5.9,14.0,.425,0.1,0.5,.270,5.8,13.5,.431,.430,1.8,2.4,.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.9,13.8
1128,Shane Edwards,2013-14,26,CLE,NBA,SF,2,0,6.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0
1132,Craig Ehlo,1983-84,22,HOU,NBA,SG,7,0,9.0,1.6,3.9,.407,0.0,0.0,,1.6,3.9,.407,.407,0.1,0.1,1.000,0.6,0.7,1.3,0.9,0.4,0.0,0.4,1.9,3.3
1134,Howard Eisley,1994-95,22,TOT,NBA,PG,49,4,11.3,0.8,2.5,.328,0.2,0.8,.243,0.6,1.7,.365,.365,0.6,0.8,.775,0.2,0.7,1.0,1.9,0.4,0.1,1.0,1.7,2.4
1135,Obinna Ekezie,1999-00,24,VAN,NBA,PF,39,0,9.0,1.1,2.3,.466,0.0,0.0,,1.1,2.3,.466,.466,1.1,1.6,.672,0.9,1.5,2.4,0.2,0.2,0.1,0.7,1.6,3.2
1136,Khalid El-Amin,2000-01,21,CHI,NBA,PG,50,14,18.7,2.3,6.2,.370,0.6,1.7,.333,1.7,4.5,.383,.415,1.1,1.4,.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,2.0,6.3
1138,Mario Elie,1990-91,27,TOT,NBA,SF-SG,33,0,19.5,2.4,4.8,.497,0.1,0.3,.400,2.3,4.5,.503,.509,2.3,2.7,.843,1.4,1.9,3.3,1.4,0.6,0.3,0.9,2.6,7.2
1140,Henry Ellenson,2016-17,20,DET,NBA,PF,19,2,7.7,1.2,3.4,.359,0.5,1.8,.286,0.7,1.5,.448,.438,0.2,0.4,.500,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2
1141,Wayne Ellington,2009-10,22,MIN,NBA,SG,76,1,18.2,2.5,5.9,.424,0.8,2.1,.395,1.7,3.8,.441,.496,0.8,0.9,.871,0.4,1.7,2.1,1.0,0.3,0.1,1.0,0.9,6.6
1142,Bob Elliott,1978-79,23,NJN,NBA,PF,14,,20.1,2.9,5.2,.562,,,,2.9,5.2,.562,.562,2.9,4.0,.732,1.1,2.9,4.0,1.6,0.4,0.3,1.9,2.4,8.8
1143,Sean Elliott,1989-90,21,SAS,NBA,SF,81,69,25.1,3.8,8.0,.481,0.0,0.1,.111,3.8,7.9,.486,.481,2.3,2.7,.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,2.1,10.0
1144,Bo Ellis,1977-78,23,DEN,NBA,PF,78,,15.6,1.7,4.1,.416,,,,1.7,4.1,.416,.416,0.9,1.3,.692,1.5,2.4,3.9,0.9,0.6,0.6,1.3,2.7,4.3
1146,Dale Ellis,1983-84,23,DAL,NBA,SF,67,2,15.8,3.4,7.4,.456,0.2,0.4,.414,3.2,6.9,.459,.469,1.3,1.8,.719,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.8,8.2
1147,Harold Ellis,1993-94,23,LAC,NBA,SF,49,16,18.8,3.2,6.0,.545,0.0,0.1,.000,3.2,5.9,.552,.545,2.2,3.0,.711,1.9,1.2,3.1,0.6,1.5,0.0,0.9,2.0,8.7
1149,LaPhonso Ellis,1992-93,22,DEN,NBA,PF,82,82,33.5,5.9,11.7,.504,0.0,0.2,.154,5.9,11.5,.509,.505,2.9,3.9,.748,3.3,5.7,9.1,1.8,0.9,1.4,1.9,3.6,14.7
1150,LeRon Ellis,1991-92,22,LAC,NBA,C,29,0,3.6,0.6,1.7,.340,0.0,0.0,,0.6,1.7,.340,.340,0.3,0.7,.474,0.4,0.4,0.8,0.0,0.2,0.3,0.4,0.4,1.5
1152,Monta Ellis,2005-06,20,GSW,NBA,SG,49,3,18.1,2.7,6.5,.415,0.6,1.7,.341,2.1,4.8,.441,.459,0.9,1.2,.712,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8
1153,Pervis Ellison,1989-90,22,SAC,NBA,C,34,22,25.5,3.3,7.4,.442,0.0,0.1,.000,3.3,7.3,.446,.442,1.4,2.3,.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,3.9,8.0
1154,Len Elmore,1974-75,22,INA,ABA,C,77,,18.4,2.8,6.8,.417,0.0,0.0,1.000,2.8,6.8,.416,.418,0.9,1.2,.774,1.9,3.2,5.1,0.5,0.9,1.2,1.1,3.1,6.6
1155,Francisco Elson,2003-04,27,DEN,NBA,C,62,14,14.1,1.5,3.2,.472,0.0,0.0,.000,1.5,3.2,.475,.472,0.5,0.7,.667,1.0,2.2,3.3,0.5,0.6,0.6,0.6,2.3,3.5
1156,Darrell Elston,1974-75,22,VIR,ABA,SG,72,,26.0,3.5,8.5,.408,0.0,0.3,.167,3.4,8.3,.415,.410,1.3,1.7,.756,0.7,1.6,2.3,2.8,1.1,0.1,1.8,2.3,8.3
1157,Melvin Ely,2002-03,24,LAC,NBA,C,52,7,15.4,1.8,3.6,.495,0.0,0.0,,1.8,3.6,.495,.495,1.0,1.4,.703,1.2,2.1,3.3,0.3,0.2,0.6,1.0,1.8,4.5
1158,Joel Embiid,2016-17,22,PHI,NBA,C,31,31,25.4,6.5,13.8,.466,1.2,3.2,.367,5.3,10.7,.495,.508,6.2,7.9,.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2
1160,Andre Emmett,2004-05,22,MEM,NBA,SG,8,0,3.5,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.4,0.6,.600,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.5,0.9
1162,Chris Engler,1982-83,23,GSW,NBA,C,54,1,6.8,0.7,1.7,.404,0.0,0.0,,0.7,1.7,.404,.404,0.1,0.3,.313,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1.8,1.5
1163,Wayne Englestad,1988-89,22,DEN,NBA,PF,11,0,4.5,1.0,2.6,.379,0.0,0.0,,1.0,2.6,.379,.379,0.5,0.9,.600,0.5,1.0,1.5,0.6,0.1,0.0,0.3,1.1,2.5
1164,A.J. English,1990-91,23,WSB,NBA,SG,70,12,20.6,3.6,8.2,.439,0.0,0.4,.097,3.5,7.7,.458,.441,1.6,2.2,.707,0.9,1.2,2.1,2.5,0.4,0.2,1.6,1.8,8.8
1165,Alex English,1976-77,23,MIL,NBA,SF,60,,10.8,2.2,4.6,.477,,,,2.2,4.6,.477,.477,0.8,1.0,.767,1.1,1.7,2.8,0.4,0.3,0.3,,1.3,5.2
1167,Jo Jo English,1992-93,22,CHI,NBA,SG,6,0,5.2,0.5,1.7,.300,0.0,0.5,.000,0.5,1.2,.429,.300,0.0,0.3,.000,0.3,0.7,1.0,0.2,0.5,0.3,0.7,0.8,1.0
1168,Kim English,2012-13,24,DET,NBA,SG,41,0,9.9,1.0,2.7,.375,0.3,1.2,.280,0.7,1.5,.452,.438,0.5,0.7,.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9
1169,Scott English,1972-73,22,PHO,NBA,SF,29,,6.8,1.2,3.2,.387,,,,1.2,3.2,.387,.387,0.7,1.0,.724,,,1.5,0.5,,,,1.3,3.2
1171,James Ennis,2014-15,24,MIA,NBA,SF,62,3,17.0,1.6,4.0,.409,0.5,1.5,.326,1.1,2.5,.461,.472,1.3,1.5,.840,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0
1172,Tyler Ennis,2014-15,20,TOT,NBA,PG,33,1,12.5,1.6,4.4,.361,0.4,1.3,.279,1.2,3.1,.396,.403,0.2,0.2,.714,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7
1174,Semih Erden,2010-11,24,TOT,NBA,C,41,8,14.5,1.5,2.7,.559,0.0,0.0,,1.5,2.7,.559,.559,1.0,1.5,.650,0.9,2.0,2.9,0.5,0.4,0.6,0.8,2.5,4.0
