,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
3651,Charles Shackleford,Career,,,NBA,,303,105,4614,7.5,15.6,.483,0.0,0.1,.000,7.5,15.5,.485,2.5,3.8,.654,5.4,10.3,15.6,1.8,1.3,1.6,3.0,7.2,17.5,,103,106
3654,Mustafa Shakur,Career,,,NBA,,25,0,170,6.3,18.6,.339,0.3,3.3,.091,6.0,15.3,.392,2.7,5.1,.529,2.1,4.5,6.6,8.7,1.5,0.9,6.0,5.1,15.6,,77,112
3655,God Shammgod,Career,,,NBA,,20,0,146,6.8,20.8,.328,0.0,0.7,.000,6.8,20.1,.339,8.2,10.7,.767,0.7,1.8,2.5,12.9,2.5,0.4,7.5,9.7,21.8,,87,107
3660,Walter Sharpe,Career,,,NBA,,8,0,20,11.1,30.4,.364,0.0,5.5,.000,11.1,24.9,.444,0.0,5.5,.000,0.0,8.3,8.3,0.0,0.0,5.5,0.0,8.3,22.1,,71,105
3661,John Shasky,Career,,,NBA,,136,4,1505,5.7,12.3,.466,0.0,0.1,.000,5.7,12.3,.468,5.4,8.2,.655,5.2,7.2,12.4,1.1,0.9,1.1,2.4,5.8,16.9,,108,110
3663,Brian Shaw,Career,,,NBA,,943,361,21666,6.1,15.1,.403,1.0,3.3,.304,5.1,11.8,.431,2.2,2.8,.782,1.8,5.7,7.5,9.2,1.8,0.6,3.9,4.6,15.4,,100,107
3664,Casey Shaw,Career,,,NBA,,9,0,14,3.9,31.0,.125,0.0,0.0,,3.9,31.0,.125,0.0,0.0,,11.6,0.0,11.6,0.0,0.0,0.0,7.7,7.7,7.7,,40,109
3667,Craig Shelton,Career,,,NBA,,59,0,607,8.1,17.9,.453,0.0,0.1,.000,8.1,17.9,.455,2.9,4.8,.600,4.8,6.5,11.2,2.2,1.5,0.4,4.9,10.4,19.1,,91,107
3668,Lonnie Shelton,Career,,,NBA,,673,253,18530,8.6,17.5,.492,0.0,0.1,.097,8.6,17.4,.493,3.1,4.1,.738,3.6,6.8,10.4,3.7,1.9,1.4,3.2,6.4,20.2,,102,102
3669,Tornike Shengelia,Career,,,NBA,,45,0,247,4.9,11.0,.451,0.2,1.7,.125,4.7,9.2,.512,2.6,5.2,.500,2.8,5.6,8.4,3.7,1.3,0.4,4.9,6.2,12.7,,84,109
3670,Billy Shepherd,Career,,,ABA,,153,,3053,5.4,13.7,.387,1.9,5.4,.357,3.5,8.5,.405,1.4,2.1,.696,0.5,2.2,2.8,9.7,2.4,0.3,3.2,2.5,14.1,,101,108
3671,Jeffrey Sheppard,Career,,,NBA,,18,5,185,4.6,11.9,.385,0.6,2.1,.286,4.0,9.7,.406,2.4,4.0,.615,1.8,4.9,6.7,4.9,0.9,0.0,2.1,3.6,12.2,,99,102
3673,Ed Sherod,Career,,,NBA,,64,37,1624,5.2,12.8,.406,0.0,0.4,.077,5.2,12.4,.417,1.6,2.4,.650,1.3,3.2,4.5,9.5,2.9,0.4,3.2,3.4,12.0,,95,100
3675,Paul Shirley,Career,,,NBA,,18,0,121,6.4,16.2,.395,0.0,0.4,.000,6.4,15.8,.405,1.3,3.0,.429,3.8,4.3,8.1,3.0,0.4,0.4,4.3,5.1,14.1,,78,110
3677,Purvis Short,Career,,,NBA,,842,347,24549,11.4,23.9,.474,0.3,0.9,.282,11.1,23.1,.482,5.0,6.1,.824,2.7,4.2,6.9,4.1,1.7,0.3,3.3,4.7,27.9,,108,110
3678,Dexter Shouse,Career,,,NBA,,3,0,18,0.0,11.1,.000,0.0,2.8,.000,0.0,8.3,.000,0.0,0.0,,0.0,0.0,0.0,5.5,2.8,2.8,5.5,5.5,0.0,,19,109
3681,John Shumate,Career,,,NBA,,318,,9201,6.8,13.2,.516,0.0,0.0,.000,6.8,13.2,.516,5.5,7.7,.720,3.0,8.7,11.7,2.8,1.6,1.1,1.8,3.6,19.1,,109,101
3682,Iman Shumpert,Career,,,NBA,,384,205,9737,5.5,13.9,.396,2.1,6.1,.338,3.5,7.8,.441,1.8,2.4,.763,1.5,5.5,7.0,3.8,2.3,0.5,2.5,4.8,14.9,,100,107
3683,Alexey Shved,Career,,,NBA,,182,25,3271,7.0,18.9,.369,2.5,8.3,.306,4.4,10.6,.417,4.6,6.1,.762,1.3,4.2,5.6,7.2,1.7,0.8,3.8,3.1,21.1,,99,108
3684,Pascal Siakam,Career,,,NBA,,115,42,2075,6.8,13.7,.500,0.5,2.8,.181,6.3,10.9,.581,1.4,2.3,.638,3.0,7.8,10.9,3.1,1.9,1.8,2.0,5.5,15.6,,110,105
3687,Jerry Sichting,Career,,,NBA,,598,195,12732,6.6,13.1,.507,0.2,0.7,.271,6.4,12.4,.519,1.9,2.2,.857,0.7,2.3,3.0,7.3,1.6,0.1,2.4,3.5,15.3,,110,110
3691,Jack Sikma,Career,,,NBA,,1107,739,36943,8.3,17.9,.464,0.3,0.9,.328,8.0,17.1,.470,5.6,6.6,.849,3.3,10.7,14.0,4.5,1.5,1.4,3.4,5.0,22.4,,109,101
3692,James Silas,Career,,,TOT,,607,34,17946,9.2,18.7,.495,0.0,0.0,.000,9.2,18.7,.496,7.2,8.3,.855,1.1,3.4,4.5,6.1,1.6,0.3,3.6,3.8,25.6,,113,108
3693,Paul Silas,Career,,,NBA,,572,,15605,4.7,11.5,.432,0.0,0.0,,4.7,11.5,.432,3.5,5.2,.673,5.9,9.3,15.1,3.1,1.0,0.4,1.0,3.9,13.0,,98,97
3694,Xavier Silas,Career,,,NBA,,2,0,39,5.5,20.6,.267,1.4,8.2,.167,4.1,12.4,.333,2.7,4.1,.667,2.7,2.7,5.5,4.1,0.0,0.0,4.1,6.9,15.1,,72,107
3695,Garret Siler,Career,,,NBA,,21,0,101,8.6,15.6,.548,0.0,0.0,,8.6,15.6,.548,5.5,11.1,.500,8.1,6.0,14.1,1.5,0.5,2.0,5.0,10.1,22.7,,103,111
3697,Wayne Simien,Career,,,NBA,,51,2,507,6.9,14.8,.469,0.0,0.0,,6.9,14.8,.469,3.6,4.3,.854,4.5,5.8,10.3,1.1,1.6,0.1,2.8,8.6,17.5,,104,106
3698,Ben Simmons,Career,,,NBA,,60,60,2084,9.8,18.3,.534,0.0,0.2,.000,9.8,18.1,.541,3.6,6.3,.574,2.5,8.2,10.8,10.3,2.5,1.3,5.0,3.8,23.2,,108,103
3699,Bobby Simmons,Career,,,NBA,,466,228,11513,7.2,16.4,.437,1.7,4.4,.396,5.4,12.0,.452,3.3,4.0,.823,2.6,5.7,8.3,3.3,1.8,0.4,2.4,5.3,19.4,,108,109
3700,Cedric Simmons,Career,,,NBA,,75,4,705,5.3,12.8,.409,0.0,0.0,,5.3,12.8,.409,1.7,4.4,.390,4.1,6.5,10.6,1.1,0.8,2.4,2.3,6.8,12.2,,88,107
3704,Jonathon Simmons,Career,,,NBA,,194,52,3977,7.7,16.8,.459,1.3,4.0,.323,6.4,12.7,.502,4.0,5.3,.759,1.1,4.8,5.9,4.2,1.5,0.6,3.2,5.0,20.7,,102,108
3705,Kobi Simmons,Career,,,NBA,,14,0,213,5.5,14.1,.390,0.7,3.1,.231,4.8,11.0,.435,1.7,1.7,1.000,1.0,3.8,4.8,4.1,1.9,0.7,3.1,4.8,13.4,,87,111
3706,Lionel Simmons,Career,,,NBA,,454,307,13472,8.2,19.0,.433,0.2,0.5,.305,8.1,18.5,.436,4.8,6.2,.771,2.9,7.5,10.4,5.5,1.9,1.3,3.6,4.1,21.4,,101,108
3707,Miles Simon,Career,,,NBA,,5,0,19,2.8,14.2,.200,0.0,5.7,.000,2.8,8.5,.333,0.0,0.0,,2.8,2.8,5.7,0.0,2.8,0.0,8.5,2.8,5.7,,33,100
3708,Walter Simon,Career,,,ABA,,80,,1164,9.3,19.6,.462,0.6,4.5,.133,9.2,19.1,.469,2.3,2.7,.704,2.5,5.9,8.3,4.7,1.5,0.4,3.1,5.3,20.9,,103,101
3709,Dickey Simpkins,Career,,,NBA,,327,100,5201,5.1,11.6,.440,0.0,0.1,.222,5.1,11.5,.442,4.1,6.6,.618,4.4,7.9,12.2,3.1,0.9,0.6,3.8,6.1,14.3,,95,105
3710,Ralph Simpson,Career,,,TOT,,459,,12208,9.7,21.4,.449,0.2,0.9,.190,9.7,21.2,.454,4.0,5.3,.763,1.8,4.1,5.9,6.2,2.2,0.3,4.0,3.0,23.5,,99,104
3711,Alvin Sims,Career,,,NBA,,4,0,25,8.5,21.3,.400,2.1,2.1,1.000,6.4,19.2,.333,4.3,10.7,.400,6.4,2.1,8.5,10.7,4.3,0.0,12.8,4.3,23.5,,77,102
3713,Courtney Sims,Career,,,NBA,,5,0,24,6.2,14.4,.429,0.0,0.0,,6.2,14.4,.429,0.0,0.0,,6.2,6.2,12.4,2.1,0.0,0.0,2.1,6.2,12.4,,95,114
3715,Henry Sims,Career,,,NBA,,135,61,2542,7.9,16.8,.471,0.1,0.5,.174,7.8,16.3,.479,4.3,5.6,.767,4.9,8.3,13.1,2.7,1.5,1.3,3.0,5.7,20.2,,105,107
3717,Kyle Singler,Career,,,NBA,,356,172,7794,5.5,13.2,.418,2.0,5.4,.362,3.6,7.8,.458,2.2,2.8,.786,2.1,4.7,6.7,1.8,1.3,0.7,1.8,4.8,15.3,,107,110
3718,Sean Singletary,Career,,,NBA,,37,2,303,5.4,14.7,.365,1.7,4.3,.400,3.6,10.4,.350,3.1,3.6,.857,1.7,4.3,6.1,5.0,1.9,0.0,4.0,7.8,15.6,,93,110
3719,Chris Singleton,Career,,,NBA,,148,62,2605,4.6,12.4,.376,1.2,3.6,.319,3.5,8.7,.400,1.8,2.8,.633,2.2,7.2,9.4,1.8,2.3,1.1,2.0,6.5,12.2,,92,103
3720,James Singleton,Career,,,NBA,,243,19,3252,5.8,12.6,.462,0.6,1.9,.292,5.3,10.7,.493,3.1,3.8,.833,5.2,9.5,14.7,1.8,1.6,1.9,2.3,6.3,15.4,,111,104
3721,McKinley Singleton,Career,,,NBA,,2,0,10,9.7,14.6,.667,0.0,4.9,.000,9.7,9.7,1.000,0.0,0.0,,0.0,0.0,0.0,4.9,0.0,0.0,0.0,4.9,19.5,,144,120
3723,Charlie Sitton,Career,,,NBA,,43,0,304,6.2,15.0,.415,0.0,0.3,.000,6.2,14.7,.424,2.1,4.0,.520,3.8,5.8,9.6,4.2,1.1,1.0,3.0,8.0,14.5,,93,110
3724,Peyton Siva,Career,,,NBA,,24,0,224,4.1,12.9,.316,1.6,5.6,.280,2.5,7.2,.344,2.5,3.4,.733,0.5,2.7,3.2,7.7,2.0,0.2,4.1,6.1,12.2,,88,112
3725,Scott Skiles,Career,,,NBA,,600,371,16789,6.7,15.4,.435,1.5,4.0,.379,5.2,11.3,.455,4.5,5.1,.889,0.8,3.7,4.5,11.4,1.5,0.1,4.4,3.9,19.5,,110,112
3726,Al Skinner,Career,,,TOT,,337,,7315,7.2,15.9,.452,0.0,0.2,.273,7.2,15.8,.453,4.8,5.9,.813,2.1,4.7,6.8,5.8,2.0,0.9,2.9,6.2,19.1,,102,101
3727,Brian Skinner,Career,,,NBA,,608,197,10910,5.7,11.6,.494,0.0,0.0,.333,5.7,11.5,.494,2.3,4.1,.566,4.4,9.2,13.6,1.4,1.2,2.5,2.5,6.1,13.8,,101,105
3731,Reggie Slater,Career,,,NBA,,259,44,3513,7.5,15.4,.484,0.0,0.0,.000,7.5,15.4,.485,6.6,10.5,.629,5.0,6.4,11.4,2.2,1.4,0.8,3.6,7.5,21.6,,105,109
3733,Jose Slaughter,Career,,,NBA,,63,1,515,8.0,21.3,.374,0.8,3.7,.220,7.2,17.7,.406,3.4,5.3,.644,3.0,3.0,6.1,4.7,3.2,0.6,3.8,8.3,20.2,,91,108
3734,Tamar Slay,Career,,,NBA,,66,0,517,7.4,20.6,.361,1.3,5.0,.265,6.1,15.6,.392,1.4,2.7,.538,2.4,4.7,7.1,3.2,2.7,0.4,4.0,7.2,17.7,,80,100
3735,Donald Sloan,Career,,,NBA,,218,66,3749,6.2,15.1,.409,1.3,4.3,.310,4.8,10.7,.449,2.6,3.5,.754,0.7,5.5,6.2,8.9,1.1,0.1,3.2,2.6,16.3,,102,110
3737,Uros Slokar,Career,,,NBA,,20,0,72,10.1,18.7,.538,0.7,1.4,.500,9.4,17.3,.542,6.5,9.4,.692,5.0,5.0,10.1,0.7,0.7,1.4,6.5,7.9,27.4,,98,108
3738,Tom Sluby,Career,,,NBA,,31,0,151,9.7,18.7,.517,0.0,0.6,.000,9.7,18.0,.536,4.2,6.8,.619,1.6,2.3,3.9,5.1,1.0,0.0,3.5,5.8,23.5,,105,113
3739,Keith Smart,Career,,,NBA,,2,0,12,0.0,7.7,.000,0.0,3.8,.000,0.0,3.8,.000,7.7,7.7,1.000,0.0,3.8,3.8,7.7,0.0,0.0,7.7,0.0,7.7,,62,115
3740,Marcus Smart,Career,,,NBA,,257,82,7364,5.4,15.0,.360,2.1,7.2,.293,3.3,7.8,.422,3.4,4.4,.756,1.7,4.7,6.4,6.7,2.6,0.6,3.0,4.6,16.3,,100,105
3744,Al Smith,Career,,,ABA,,171,,4864,5.6,14.3,.407,1.1,3.7,.292,5.0,12.5,.425,3.8,4.8,.773,1.1,3.1,4.2,10.4,1.7,0.1,4.9,5.2,15.7,,96,107
3746,Bingo Smith,Career,,,NBA,,558,,15075,10.1,22.4,.449,0.5,1.8,.284,10.0,22.1,.450,2.6,3.1,.798,2.0,4.7,6.8,3.3,1.3,0.5,0.7,4.6,22.9,,101,103
3748,Charles Smith,Career,,,NBA,,564,419,16378,9.1,19.1,.475,0.1,0.3,.194,9.0,18.8,.479,6.4,8.2,.774,3.6,6.2,9.8,2.4,1.4,2.4,3.1,5.9,24.6,,108,105
3749,Charles Smith,Career,,,NBA,,73,0,588,5.4,12.5,.433,0.0,0.8,.000,5.4,11.7,.464,4.7,6.9,.675,1.2,5.2,6.3,9.6,3.1,0.3,3.7,7.4,15.5,,103,106
3750,Charles Smith,Career,,,NBA,,142,36,1973,8.0,19.6,.409,1.9,6.8,.288,6.1,12.9,.473,1.7,2.8,.606,1.5,3.9,5.4,3.4,2.4,1.9,3.0,5.5,19.7,,94,104
3751,Chris Smith,Career,,,NBA,,224,39,3956,5.5,12.7,.435,0.8,2.1,.366,4.7,10.6,.449,3.0,4.2,.713,0.8,3.0,3.8,8.1,1.5,0.7,2.8,4.5,14.8,,104,114
3752,Chris Smith,Career,,,NBA,,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119
3753,Clinton Smith,Career,,,NBA,,46,0,386,6.4,14.9,.430,0.0,0.2,.000,6.4,14.6,.437,3.7,5.2,.714,3.4,3.9,7.4,6.0,1.7,0.1,3.3,4.8,16.5,,102,113
3754,Craig Smith,Career,,,NBA,,403,49,6826,9.4,16.9,.553,0.0,0.2,.037,9.3,16.7,.560,4.9,7.4,.661,4.2,7.8,12.0,2.5,1.4,0.7,3.2,7.3,23.6,,112,109
3756,Dennis Smith Jr.,Career,,,NBA,,55,55,1623,9.6,24.6,.391,2.6,8.4,.310,7.0,16.2,.433,3.5,5.1,.687,1.1,5.4,6.5,8.2,1.7,0.4,4.8,3.7,25.3,,92,110
3757,Derek Smith,Career,,,NBA,,408,214,9825,9.9,19.8,.499,0.2,0.7,.294,9.7,19.1,.507,5.5,7.3,.753,2.3,4.0,6.3,4.2,1.3,0.9,3.4,5.9,25.5,,110,113
3760,Donta Smith,Career,,,NBA,,61,0,560,5.5,13.2,.421,0.8,2.4,.308,4.8,10.7,.447,3.7,5.6,.650,2.1,4.1,6.2,4.5,2.9,0.5,2.7,6.6,15.5,,101,110
3761,Doug Smith,Career,,,NBA,,296,118,5833,8.8,20.6,.425,0.0,0.3,.083,8.7,20.3,.430,2.7,3.5,.773,3.4,7.2,10.6,3.4,1.9,1.3,3.0,8.4,20.2,,96,109
3766,Greg Smith,Career,,,NBA,,149,12,1834,6.6,10.8,.617,0.0,0.0,.000,6.6,10.8,.618,3.0,5.2,.576,4.5,8.9,13.4,1.1,0.9,1.6,1.8,7.9,16.3,,122,106
3767,Ish Smith,Career,,,NBA,,466,134,8760,8.1,19.1,.423,0.7,2.6,.287,7.3,16.5,.445,2.0,3.0,.667,0.9,5.3,6.2,10.1,1.9,0.6,3.4,3.2,18.9,,99,108
3768,J.R. Smith,Career,,,NBA,,939,386,25457,8.6,20.6,.419,3.8,10.2,.373,4.8,10.4,.464,2.9,4.0,.732,1.0,5.1,6.0,4.1,1.9,0.4,2.6,4.3,24.0,,106,108
3769,Jabari Smith,Career,,,NBA,,108,2,1063,6.2,15.1,.413,0.0,0.4,.125,6.2,14.7,.420,3.9,5.6,.690,2.4,6.4,8.9,3.3,1.8,1.3,2.7,8.3,16.4,,95,102
3770,Jason Smith,Career,,,NBA,,587,103,9773,8.2,17.5,.469,0.4,1.2,.332,7.8,16.4,.479,2.8,3.6,.780,3.4,7.3,10.7,2.3,1.1,2.1,2.6,7.0,19.7,,102,108
3771,Jerry Smith,Career,,,NBA,,5,0,46,3.5,16.2,.214,1.2,6.9,.167,2.3,9.3,.250,0.0,0.0,,2.3,5.8,8.1,4.6,5.8,0.0,0.0,5.8,8.1,,78,102
3772,Jim Smith,Career,,,NBA,,76,3,876,4.8,9.3,.514,0.0,0.0,,4.8,9.3,.514,2.2,4.8,.461,3.9,6.2,10.1,2.5,1.2,2.8,2.5,10.2,11.8,,103,112
3773,Joe Smith,Career,,,NBA,,1030,619,27022,8.4,18.4,.455,0.1,0.2,.238,8.3,18.2,.458,4.9,6.2,.790,4.8,8.0,12.7,2.0,1.2,1.7,2.5,5.8,21.7,,107,106
3775,Josh Smith,Career,,,NBA,,894,772,29000,9.2,20.3,.452,0.8,2.9,.285,8.4,17.5,.480,4.3,6.8,.632,3.1,8.9,12.0,5.0,2.0,3.1,4.0,4.5,23.5,,100,103
3776,Keith Smith,Career,,,NBA,,42,4,461,5.9,15.6,.380,0.3,0.9,.333,5.6,14.6,.383,2.2,2.9,.750,1.3,2.0,3.3,4.5,2.6,0.3,3.1,7.7,14.3,,88,108
3777,Ken Smith,Career,,,ABA,,19,,164,9.3,22.8,.410,0.3,1.4,.200,9.0,21.4,.423,3.6,4.4,.813,2.5,4.1,6.6,1.9,1.1,0.0,2.2,6.0,22.5,,98,107
3778,Kenny Smith,Career,,,NBA,,737,650,22213,7.9,16.5,.480,1.5,3.7,.399,6.4,12.7,.503,3.8,4.5,.829,0.6,2.6,3.3,9.1,1.7,0.1,3.7,2.7,21.0,,112,111
3779,LaBradford Smith,Career,,,NBA,,183,40,3131,7.6,17.6,.432,0.5,1.6,.298,7.1,16.0,.446,3.4,4.2,.813,1.4,2.8,4.3,6.2,2.2,0.2,3.4,5.8,19.1,,98,111
3780,Larry Smith,Career,,,NBA,,883,525,22879,5.2,9.8,.531,0.0,0.0,.000,5.2,9.7,.532,1.8,3.4,.531,7.0,9.7,16.7,1.9,1.4,0.9,2.6,6.1,12.1,,110,107
3781,Leon Smith,Career,,,NBA,,15,0,104,5.5,14.1,.393,0.0,0.0,,5.5,14.1,.393,5.5,8.5,.647,5.5,11.1,16.6,1.5,2.5,0.5,1.5,6.5,16.6,,106,102
3782,Michael Smith,Career,,,NBA,,141,10,1328,10.9,23.0,.474,0.3,2.2,.150,10.6,20.8,.509,3.8,4.5,.835,2.7,5.1,7.9,5.3,0.8,0.2,4.0,4.4,25.9,,102,112
3783,Michael Smith,Career,,,NBA,,449,170,10552,4.7,8.7,.538,0.0,0.0,.143,4.7,8.7,.539,3.1,5.9,.529,5.6,10.3,15.8,3.3,1.8,1.2,2.6,5.6,12.5,,111,105
3784,Mike Smith,Career,,,NBA,,17,0,180,5.5,17.0,.322,0.9,5.2,.167,4.6,11.8,.390,2.9,4.6,.625,2.9,3.5,6.3,2.9,1.4,0.9,2.0,2.3,14.7,,88,110
3785,Nolan Smith,Career,,,NBA,,84,4,829,6.9,18.7,.371,1.2,4.6,.260,5.7,14.0,.407,2.5,3.6,.714,1.5,3.7,5.3,6.2,1.6,0.3,4.5,5.1,17.6,,86,110
3786,Otis Smith,Career,,,NBA,,375,102,7720,9.3,20.5,.455,0.3,1.1,.251,9.0,19.4,.467,5.0,6.6,.762,3.7,4.9,8.6,4.2,2.3,1.1,3.4,4.9,23.9,,105,110
3788,Phil Smith,Career,,,NBA,,659,58,19166,9.6,20.2,.476,0.1,0.5,.253,9.6,20.0,.478,4.5,5.8,.779,1.4,3.3,4.7,6.1,1.8,0.4,2.4,4.0,23.8,,103,104
3789,Randy Smith,Career,,,NBA,,818,56,26747,9.7,20.6,.470,0.1,0.6,.155,9.7,20.4,.472,4.3,5.4,.781,1.5,3.4,4.8,6.6,2.4,0.1,2.0,3.6,23.8,,104,104
3790,Reggie Smith,Career,,,NBA,,66,9,384,4.9,12.5,.394,0.0,0.1,.000,4.9,12.4,.398,2.7,6.6,.404,7.0,8.2,15.2,0.6,2.0,0.9,2.0,8.0,12.5,,95,104
3791,Robert Smith,Career,,,NBA,,229,1,3118,6.1,14.0,.435,0.4,1.5,.238,6.0,13.4,.444,4.3,4.9,.877,1.0,3.2,4.2,5.9,1.7,0.3,2.8,5.6,16.6,,105,106
3792,Russ Smith,Career,,,NBA,,27,0,131,5.9,18.6,.319,1.2,6.3,.188,4.8,12.3,.387,7.9,10.3,.769,0.8,5.2,5.9,7.5,3.2,0.4,7.5,7.1,21.0,,82,105
3794,Sam Smith,Career,,,NBA,,46,,621,8.7,20.8,.419,0.8,3.3,.229,8.1,18.2,.446,5.6,6.5,.862,1.7,3.1,4.7,4.4,2.5,1.1,3.1,5.0,23.7,,103,106
3795,Steve Smith,Career,,,NBA,,942,717,28855,8.5,19.3,.440,2.1,5.9,.358,6.4,13.4,.476,5.6,6.7,.845,2.0,3.6,5.6,5.4,1.3,0.5,3.2,4.2,24.8,,114,108
3796,Steven Smith,Career,,,NBA,,8,0,28,3.8,15.1,.250,0.0,0.0,,3.8,15.1,.250,1.9,3.8,.500,1.9,9.5,11.3,0.0,1.9,0.0,3.8,7.6,9.5,,55,105
3797,Stevin Smith,Career,,,NBA,,8,0,60,5.4,16.2,.333,0.9,5.4,.167,4.5,10.8,.417,0.9,0.9,1.000,1.8,7.2,9.0,3.6,0.9,0.0,3.6,8.1,12.6,,78,110
3798,Theron Smith,Career,,,NBA,,53,5,688,4.5,13.6,.335,0.7,1.8,.375,3.9,11.8,.329,1.5,1.8,.833,3.9,8.0,11.9,2.7,0.8,0.7,3.1,5.8,11.3,,84,108
3799,Tony Smith,Career,,,NBA,,457,87,7295,7.2,16.7,.431,0.8,2.8,.307,6.3,13.9,.455,2.5,3.6,.690,2.3,2.9,5.2,6.2,2.2,0.6,3.1,5.1,17.7,,101,110
3801,Willie Smith,Career,,,NBA,,78,,1200,5.5,13.7,.400,0.7,3.1,.239,4.8,11.0,.439,2.0,2.6,.754,2.4,2.7,5.1,10.5,3.2,0.1,4.1,5.0,13.6,,98,106
3802,Rik Smits,Career,,,NBA,,867,792,23100,11.8,23.3,.507,0.0,0.1,.115,11.8,23.2,.508,5.0,6.5,.773,3.4,8.3,11.7,2.7,0.8,2.5,3.5,6.7,28.6,,107,106
3803,Mike Smrek,Career,,,NBA,,194,31,1890,5.3,12.2,.431,0.0,0.0,.000,5.3,12.2,.433,3.3,5.3,.617,3.6,6.9,10.5,1.2,0.9,3.7,3.4,10.4,13.8,,91,107
3805,Tony Snell,Career,,,NBA,,348,190,7868,5.2,12.4,.420,2.7,7.0,.379,2.5,5.4,.473,1.2,1.5,.808,0.6,4.9,5.6,2.3,1.1,0.5,1.5,3.1,14.3,,106,110
3806,Eric Snow,Career,,,NBA,,846,551,23132,4.9,11.6,.424,0.1,0.6,.208,4.8,11.0,.436,3.3,4.4,.763,1.0,4.0,4.9,9.8,2.2,0.2,3.2,4.6,13.3,,104,104
3808,Kirk Snyder,Career,,,NBA,,211,71,3540,7.4,16.9,.438,1.4,4.2,.327,6.0,12.6,.475,4.0,5.7,.699,2.3,5.1,7.4,3.6,1.3,1.0,3.1,5.0,20.2,,102,109
3810,Ricky Sobers,Career,,,NBA,,821,138,22992,8.7,18.9,.459,0.5,1.6,.291,8.4,18.0,.467,4.6,5.5,.843,1.4,3.0,4.3,7.2,2.2,0.3,4.0,5.3,22.2,,100,105
3813,Willie Sojourner,Career,,,ABA,,161,,2336,7.0,14.6,.486,0.0,0.1,.167,7.0,14.5,.487,2.0,2.6,.684,4.0,8.0,12.0,1.9,0.8,3.0,2.9,7.8,16.1,,101,98
3814,Will Solomon,Career,,,NBA,,115,13,1584,7.2,19.0,.378,2.4,8.2,.298,4.8,10.8,.439,2.4,3.5,.692,0.8,3.6,4.4,7.4,2.0,0.4,3.8,4.9,19.3,,94,110
3816,Darius Songaila,Career,,,NBA,,495,79,9229,8.2,16.4,.499,0.0,0.1,.158,8.2,16.3,.501,2.9,3.4,.844,3.1,6.4,9.5,3.3,1.8,0.6,2.7,6.8,19.3,,107,109
3818,James Southerland,Career,,,NBA,,4,0,30,8.7,26.0,.333,5.2,10.4,.500,3.5,15.6,.222,1.7,3.5,.500,0.0,13.9,13.9,0.0,1.7,3.5,1.7,5.2,24.3,,83,102
3820,Pape Sow,Career,,,NBA,,76,29,879,4.7,11.3,.416,0.0,0.0,,4.7,11.3,.416,3.6,5.4,.678,4.7,8.1,12.8,0.7,2.0,1.4,2.4,9.9,13.1,,99,108
3822,Jim Spanarkel,Career,,,NBA,,259,5,5290,7.7,16.4,.470,0.1,0.4,.250,7.6,15.9,.476,7.3,8.6,.855,2.7,3.2,5.9,5.2,2.3,0.3,3.6,4.5,22.8,,112,110
3823,Vassilis Spanoulis,Career,,,NBA,,31,0,272,4.5,14.0,.319,1.0,5.6,.172,3.5,8.4,.419,6.6,8.2,.810,1.0,3.3,4.3,5.4,1.4,0.2,5.6,6.4,16.5,,86,104
3826,Rory Sparrow,Career,,,NBA,,836,562,22550,7.1,15.2,.466,0.2,0.8,.260,6.9,14.4,.478,2.0,2.5,.797,1.0,2.9,3.8,9.1,1.8,0.2,3.3,4.2,16.4,,103,109
3829,Marreese Speights,Career,,,NBA,,700,78,10589,10.5,22.8,.459,1.1,3.1,.356,9.4,19.7,.475,4.8,6.0,.799,4.6,9.3,13.8,2.2,0.9,1.7,2.9,7.5,26.8,,106,105
3830,Andre Spencer,Career,,,NBA,,48,2,771,7.9,17.7,.445,0.0,0.1,.000,7.9,17.6,.448,6.1,8.3,.733,4.3,5.4,9.7,2.9,2.3,0.9,3.0,6.7,21.8,,106,109
3831,Elmore Spencer,Career,,,NBA,,157,75,2641,7.2,13.9,.516,0.0,0.1,.000,7.2,13.8,.518,2.7,4.6,.580,2.3,7.9,10.2,2.0,1.0,3.1,4.6,6.2,17.0,,90,107
3832,Felton Spencer,Career,,,NBA,,640,404,12298,5.0,10.4,.484,0.0,0.0,.000,5.0,10.4,.484,4.1,6.2,.658,5.5,9.0,14.5,0.9,1.0,2.3,2.8,8.9,14.2,,106,107
3835,Tiago Splitter,Career,,,NBA,,355,153,6812,8.0,14.5,.555,0.0,0.1,.143,8.0,14.4,.558,5.0,7.2,.697,4.3,9.0,13.3,3.2,1.5,1.6,2.9,5.1,21.1,,116,101
